evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
8 km al NE de ConcepciÃ³n,-36.766,-73.011,2022-06-17,19:29:02,2022-06-17,23:29:02,21,km,3.2,Ml
56 km al SO de Mina Collahuasi,-21.235,-68.98,2022-06-17,17:56:58,2022-06-17,21:56:58,109,km,2.9,Ml
74 km al SO de OllagÃ¼e,-21.793,-68.625,2022-06-17,17:16:29,2022-06-17,21:16:29,113,km,3.4,Ml
86 km al SO de San Pedro de Atacama,-23.496,-68.76,2022-06-17,14:09:20,2022-06-17,18:09:20,108,km,4.1,Ml
69 km al E de Quillagua,-21.499,-68.885,2022-06-17,12:10:17,2022-06-17,16:10:17,100,km,2.9,Ml
9 km al SO de Pichilemu,-34.46,-72.045,2022-06-17,09:53:29,2022-06-17,13:53:29,25,km,3.0,Ml
55 km al SO de OllagÃ¼e,-21.659,-68.5,2022-06-17,09:53:22,2022-06-17,13:53:22,128,km,3.3,Ml
63 km al E de Tierra Amarilla,-27.566,-69.634,2022-06-17,08:48:50,2022-06-17,12:48:50,96,km,2.9,Ml
24 km al N de Calama,-22.255,-68.924,2022-06-17,08:37:52,2022-06-17,12:37:52,117,km,2.8,Ml
30 km al NO de Caldera,-26.883,-71.045,2022-06-17,07:51:40,2022-06-17,11:51:40,28,km,2.7,Ml
47 km al E de Sierra Gorda.,-23.029,-68.881,2022-06-17,01:44:52,2022-06-17,05:44:52,92,km,2.9,Ml
39 km al SO de Tocopilla,-22.397,-70.387,2022-06-17,00:46:08,2022-06-17,04:46:08,67,km,2.7,Ml
15 km al NO de Punitaqui,-30.742,-71.375,2022-06-16,23:05:16,2022-06-17,03:05:16,40,km,3.4,Ml
