evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
2 km al E de Pisagua,-19.604,-70.197,2022-06-13,18:11:51,2022-06-13,22:11:51,31,km,3.0,Ml
92 km al NE de Paihuano,-29.617,-69.687,2022-06-13,17:29:42,2022-06-13,21:29:42,118,km,3.8,Ml
46 km al NO de Quillagua,-21.393,-69.872,2022-06-13,14:50:20,2022-06-13,18:50:20,49,km,3.2,Ml
41 km al O de Mina Collahuasi,-20.786,-69.047,2022-06-13,14:11:00,2022-06-13,18:11:00,106,km,2.8,Ml
28 km al NE de Calama,-22.268,-68.764,2022-06-13,12:48:44,2022-06-13,16:48:44,128,km,2.7,Ml
58 km al SE de Socaire,-23.945,-67.475,2022-06-13,10:55:00,2022-06-13,14:55:00,244,km,3.6,Ml
47 km al SE de Socaire,-23.904,-67.575,2022-06-13,10:51:43,2022-06-13,14:51:43,261,km,3.0,Ml
26 km al SO de OllagÃ¼e,-21.401,-68.415,2022-06-13,10:37:30,2022-06-13,14:37:30,120,km,2.5,Ml
54 km al SE de Socaire,-24.021,-67.65,2022-06-13,10:28:37,2022-06-13,14:28:37,266,km,3.0,Ml
48 km al SO de Putre,-18.581,-69.765,2022-06-13,09:43:45,2022-06-13,13:43:45,88,km,2.8,Ml
22 km al SE de La Higuera,-29.696,-71.117,2022-06-13,09:36:32,2022-06-13,13:36:32,51,km,2.7,Ml
29 km al N de Calama,-22.206,-68.931,2022-06-13,08:44:04,2022-06-13,12:44:04,106,km,2.7,Ml
10 km al O de Huasco,-28.49,-71.323,2022-06-13,08:25:50,2022-06-13,12:25:50,38,km,2.9,Ml
48 km al E de Baquedano,-23.339,-69.368,2022-06-13,08:25:32,2022-06-13,12:25:32,103,km,2.6,Ml
47 km al E de Mina Los Pelambres,-31.719,-70.106,2022-06-13,08:19:04,2022-06-13,12:19:04,143,km,2.9,Ml
87 km al NE de Socaire,-23.093,-67.23,2022-06-13,06:08:32,2022-06-13,10:08:32,230,km,3.4,Ml
71 km al NO de Lebu,-37.208,-74.281,2022-06-13,04:15:35,2022-06-13,08:15:35,40,km,3.7,Ml
7 km al E de Pica,-20.466,-69.263,2022-06-13,03:54:27,2022-06-13,07:54:27,86,km,3.7,Ml
40 km al N de Calama,-22.11,-68.983,2022-06-13,03:51:40,2022-06-13,07:51:40,102,km,2.5,Ml
50 km al N de Calama,-22.039,-69.08,2022-06-13,02:50:09,2022-06-13,06:50:09,88,km,2.7,Ml
41 km al SO de Canela Baja,-31.583,-71.832,2022-06-13,02:16:50,2022-06-13,06:16:50,27,km,2.6,Ml
38 km al NE de Socaire,-23.392,-67.592,2022-06-13,01:51:43,2022-06-13,05:51:43,287,km,3.0,Ml
16 km al NO de Tongoy,-30.162,-71.623,2022-06-13,00:47:27,2022-06-13,04:47:27,37,km,2.6,Ml
29 km al NO de Mina Collahuasi,-20.646,-68.855,2022-06-13,00:35:17,2022-06-13,04:35:17,110,km,2.6,Ml
32 km al SO de VichuquÃ©n,-35.15,-72.13,2022-06-13,00:17:33,2022-06-13,04:17:33,41,km,2.8,Ml
121 km al O de TirÃºa,-38.364,-74.886,2022-06-12,23:58:28,2022-06-13,03:58:28,13,km,2.7,Ml
118 km al NO de Tongoy,-29.756,-72.581,2022-06-12,23:32:55,2022-06-13,03:32:55,20,km,3.0,Ml
61 km al O de La Ligua,-32.488,-71.88,2022-06-12,23:08:22,2022-06-13,03:08:22,24,km,2.9,Ml
65 km al SO de Caldera,-27.546,-71.198,2022-06-12,22:59:42,2022-06-13,02:59:42,32,km,3.0,Ml
60 km al O de La Ligua,-32.493,-71.869,2022-06-12,22:03:37,2022-06-13,02:03:37,20,km,3.3,Ml
59 km al O de La Ligua,-32.488,-71.864,2022-06-12,21:56:46,2022-06-13,01:56:46,18,km,2.9,Ml
35 km al NO de Los Vilos,-31.774,-71.839,2022-06-12,21:15:08,2022-06-13,01:15:08,27,km,2.7,Ml
