evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
58 km al O de Canela Baja,-31.522,-72.048,2022-05-14,19:41:48,2022-05-14,23:41:48,28,km,3.8,Ml
98 km al S de Alto Hospicio,-21.134,-70.284,2022-05-14,18:38:30,2022-05-14,22:38:30,33,km,3.1,Ml
47 km al S de Socaire,-24.015,-67.918,2022-05-14,16:00:45,2022-05-14,20:00:45,193,km,3.6,Ml
89 km al E de Tierra Amarilla,-27.504,-69.362,2022-05-14,14:55:46,2022-05-14,18:55:46,117,km,3.1,Ml
69 km al SO de Alto Hospicio,-20.807,-70.438,2022-05-14,11:05:22,2022-05-14,15:05:22,61,km,3.5,Ml
39 km al O de Punitaqui,-30.773,-71.661,2022-05-14,10:47:19,2022-05-14,14:47:19,42,km,3.0,Ml
25 km al E de Cuya,-19.159,-69.944,2022-05-14,10:26:56,2022-05-14,14:26:56,62,km,2.8,Ml
101 km al E de Socaire,-23.491,-66.905,2022-05-14,07:47:16,2022-05-14,11:47:16,221,km,4.3,Mw
57 km al NO de Cobquecura,-35.766,-73.23,2022-05-14,06:05:18,2022-05-14,10:05:18,28,km,2.8,Ml
54 km al NO de Cobquecura,-35.853,-73.284,2022-05-14,06:02:49,2022-05-14,10:02:49,28,km,2.7,Ml
56 km al NO de Cobquecura,-35.819,-73.277,2022-05-14,05:58:51,2022-05-14,09:58:51,30,km,3.7,Ml
29 km al NE de Farellones,-33.171,-70.092,2022-05-14,05:07:33,2022-05-14,09:07:33,115,km,2.8,Ml
29 km al NO de Quillota,-32.662,-71.417,2022-05-14,05:00:05,2022-05-14,09:00:05,64,km,2.5,Ml
134 km al NE de San Pedro de Atacama,-22.091,-67.247,2022-05-14,03:43:05,2022-05-14,07:43:05,199,km,3.5,Ml
4 km al E de CamiÃ±a,-19.313,-69.384,2022-05-14,02:08:27,2022-05-14,06:08:27,92,km,3.1,Ml
7 km al SO de Tongoy,-30.312,-71.526,2022-05-14,01:21:18,2022-05-14,05:21:18,46,km,3.1,Ml
64 km al NO de Cobquecura,-35.795,-73.368,2022-05-14,01:07:25,2022-05-14,05:07:25,28,km,4.2,Ml
49 km al NO de Cobquecura,-35.853,-73.222,2022-05-14,00:54:42,2022-05-14,04:54:42,35,km,2.9,Ml
47 km al NO de Cobquecura,-35.863,-73.191,2022-05-14,00:43:57,2022-05-14,04:43:57,35,km,2.5,Ml
116 km al NE de San Pedro de Atacama,-22.054,-67.573,2022-05-14,00:41:40,2022-05-14,04:41:40,222,km,3.3,Ml
60 km al NO de Cobquecura,-35.818,-73.334,2022-05-14,00:18:18,2022-05-14,04:18:18,36,km,3.7,Ml
93 km al S de OllagÃ¼e,-22.017,-67.954,2022-05-14,00:12:21,2022-05-14,04:12:21,230,km,3.3,Ml
27 km al N de Sierra Gorda.,-22.666,-69.247,2022-05-13,23:46:41,2022-05-14,03:46:41,104,km,3.0,Ml
104 km al SE de OllagÃ¼e,-21.854,-67.509,2022-05-13,23:06:27,2022-05-14,03:06:27,210,km,2.9,Ml
27 km al NE de Sierra Gorda.,-22.734,-69.126,2022-05-13,21:02:28,2022-05-14,01:02:28,92,km,3.6,Ml
60 km al SO de Mina Collahuasi,-21.289,-68.951,2022-05-13,21:01:07,2022-05-14,01:01:07,94,km,2.7,Ml
