evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
20 km al E de Los Vilos,-31.872 ,-71.305,2022-06-10,19:33:22,2022-06-10,23:33:22,75,km,3.7,Ml
63 km al SE de Baquedano,-23.568 ,-69.278,2022-06-10,17:15:35,2022-06-10,21:15:35,79,km,2.8,Ml
134 km al O de ToltÃ©n,-39.351 ,-74.704,2022-06-10,16:43:13,2022-06-10,20:43:13,28,km,4.2,Ml
132 km al E de Alto del Carmen,-28.273 ,-69.255,2022-06-10,16:38:57,2022-06-10,20:38:57,111,km,2.8,Ml
34 km al N de ConcepciÃ³n,-36.531 ,-73.129,2022-06-10,14:35:06,2022-06-10,18:35:06,35,km,3.4,Ml
30 km al O de OllagÃ¼e,-21.197 ,-68.545,2022-06-10,12:52:20,2022-06-10,16:52:20,131,km,2.7,Ml
48 km al O de Iquique,-20.314 ,-70.603,2022-06-10,12:10:03,2022-06-10,16:10:03,42,km,2.6,Ml
44 km al O de San Pedro de Atacama,-22.956 ,-68.623,2022-06-10,11:50:25,2022-06-10,15:50:25,82,km,2.6,Ml
48 km al S de Mina Collahuasi,-21.253 ,-68.724,2022-06-10,10:05:19,2022-06-10,14:05:19,114,km,2.7,Ml
65 km al S de OllagÃ¼e,-21.780 ,-68.447,2022-06-10,04:21:58,2022-06-10,08:21:58,116,km,2.9,Ml
24 km al SO de ChaÃ±aral.,-26.543 ,-70.734,2022-06-10,02:48:34,2022-06-10,06:48:34,40,km,2.5,Ml
74 km al SE de Socaire,-24.159 ,-67.509,2022-06-09,23:50:45,2022-06-10,03:50:45,232,km,3.4,Ml
52 km al NE de Pozo Almonte,-19.902 ,-69.464,2022-06-09,23:47:00,2022-06-10,03:47:00,89,km,3.2,Ml
45 km al O de Mina Collahuasi,-20.862 ,-69.092,2022-06-09,23:05:42,2022-06-10,03:05:42,105,km,3.1,Ml
17 km al E de OllagÃ¼e,-21.229 ,-68.088,2022-06-09,21:26:37,2022-06-10,01:26:37,162,km,3.0,Ml
63 km al N de Quillagua,-21.116 ,-69.701,2022-06-09,20:27:46,2022-06-10,00:27:46,75,km,3.8,Ml
