evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
44 km al NE de Calama,-22.139 ,-68.689,2022-06-01,19:23:01,2022-06-01,23:23:01,124,km,2.8,Ml
44 km al E de Socaire,-23.676 ,-67.471,2022-06-01,12:11:30,2022-06-01,16:11:30,279,km,3.3,Ml
42 km al NO de Caldera,-26.800 ,-71.122,2022-06-01,11:06:59,2022-06-01,15:06:59,39,km,2.8,Ml
62 km al N de Huasco,-27.925 ,-71.054,2022-06-01,10:05:17,2022-06-01,14:05:17,21,km,2.6,Ml
86 km al E de Tierra Amarilla,-27.259 ,-69.431,2022-06-01,06:23:55,2022-06-01,10:23:55,111,km,3.1,Ml
31 km al SE de Pica,-20.714 ,-69.151,2022-06-01,06:17:05,2022-06-01,10:17:05,110,km,3.3,Ml
47 km al N de Pica,-20.081 ,-69.220,2022-06-01,06:12:28,2022-06-01,10:12:28,102,km,3.9,Ml
22 km al N de Cami̱a,-19.121 ,-69.396,2022-06-01,05:40:12,2022-06-01,09:40:12,105,km,2.7,Ml
61 km al N de Huasco,-27.929 ,-71.372,2022-06-01,03:44:15,2022-06-01,07:44:15,41,km,3.0,Ml
34 km al SO de Mina Collahuasi,-21.083 ,-68.841,2022-06-01,02:31:31,2022-06-01,06:31:31,117,km,2.7,Ml
46 km al E de Tierra Amarilla,-27.547 ,-69.807,2022-06-01,02:14:53,2022-06-01,06:14:53,97,km,2.5,Ml
27 km al SO de La Higuera,-29.661 ,-71.427,2022-06-01,00:12:53,2022-06-01,04:12:53,49,km,3.9,Ml
65 km al O de Tongoy,-30.483 ,-72.123,2022-05-31,22:39:22,2022-06-01,02:39:22,26,km,4.3,Ml
22 km al NO de Tongoy,-30.070 ,-71.583,2022-05-31,20:31:47,2022-06-01,00:31:47,37,km,3.3,Ml
