evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
59 km al E de Pica,-20.294 ,-68.800,2022-06-20,17:58:45,2022-06-20,21:58:45,116,km,3.4,Ml
77 km al NE de San Pedro de Atacama,-22.375 ,-67.743,2022-06-20,17:50:56,2022-06-20,21:50:56,185,km,2.9,Ml
38 km al SO de Mina Collahuasi,-21.074 ,-68.914,2022-06-20,17:12:30,2022-06-20,21:12:30,104,km,2.9,Ml
56 km al NO de Quillagua,-21.373 ,-69.981,2022-06-20,16:40:26,2022-06-20,20:40:26,31,km,2.7,Ml
46 km al O de Mina Collahuasi,-20.846 ,-69.101,2022-06-20,16:33:54,2022-06-20,20:33:54,105,km,3.4,Ml
85 km al SE de Socaire,-24.263 ,-67.494,2022-06-20,15:04:28,2022-06-20,19:04:28,214,km,4.0,Ml
29 km al E de ConcepciÃ³n,-36.945 ,-72.757,2022-06-20,14:24:52,2022-06-20,18:24:52,35,km,2.8,Ml
32 km al O de Mina Collahuasi,-20.789 ,-68.962,2022-06-20,14:22:49,2022-06-20,18:22:49,103,km,2.9,Ml
32 km al NO de Mina Collahuasi,-20.694 ,-68.929,2022-06-20,12:08:52,2022-06-20,16:08:52,98,km,2.7,Ml
37 km al SO de San Pedro de Atacama,-23.171 ,-68.430,2022-06-20,12:04:58,2022-06-20,16:04:58,116,km,3.3,Ml
69 km al S de Socaire,-24.170 ,-67.657,2022-06-20,12:03:46,2022-06-20,16:03:46,240,km,2.9,Ml
20 km al E de OllagÃ¼e,-21.293 ,-68.078,2022-06-20,11:04:51,2022-06-20,15:04:51,168,km,2.6,Ml
32 km al SE de Pica,-20.685 ,-69.098,2022-06-20,11:00:48,2022-06-20,15:00:48,110,km,2.5,Ml
42 km al S de Mina Collahuasi,-21.206 ,-68.678,2022-06-20,09:56:09,2022-06-20,13:56:09,118,km,2.9,Ml
"130 km al O de Base Frei, AntÃ¡rtica",-62.293 ,-61.480,2022-06-20,09:49:47,2022-06-20,13:49:47,10,km,3.2,Ml
35 km al NO de Mina Collahuasi,-20.614 ,-68.899,2022-06-20,05:45:10,2022-06-20,09:45:10,103,km,2.8,Ml
148 km al NE de Socaire,-22.881 ,-66.663,2022-06-20,05:38:53,2022-06-20,09:38:53,260,km,3.5,Ml
76 km al E de Socaire,-23.547 ,-67.148,2022-06-20,03:16:18,2022-06-20,07:16:18,242,km,3.1,Ml
15 km al NE de Navidad,-33.881 ,-71.688,2022-06-20,02:57:48,2022-06-20,06:57:48,43,km,3.1,Ml
92 km al S de Socaire,-24.413 ,-67.861,2022-06-20,02:20:15,2022-06-20,06:20:15,159,km,2.8,Ml
29 km al SE de Mina Collahuasi,-21.058 ,-68.528,2022-06-20,01:55:43,2022-06-20,05:55:43,132,km,2.6,Ml
35 km al S de Antofagasta,-23.956 ,-70.480,2022-06-20,01:45:19,2022-06-20,05:45:19,55,km,3.5,Ml
67 km al SO de San Pedro de Atacama,-23.398 ,-68.599,2022-06-20,01:35:23,2022-06-20,05:35:23,108,km,2.9,Ml
5 km al S de Los Vilos,-31.951 ,-71.498,2022-06-19,23:28:51,2022-06-20,03:28:51,45,km,2.6,Ml
50 km al S de Mina Collahuasi,-21.249 ,-68.819,2022-06-19,23:17:25,2022-06-20,03:17:25,118,km,2.6,Ml
11 km al O de Ovalle,-30.600 ,-71.316,2022-06-19,21:54:37,2022-06-20,01:54:37,54,km,2.6,Ml
24 km al E de VichuquÃ©n,-34.832 ,-71.740,2022-06-19,21:24:58,2022-06-20,01:24:58,39,km,2.5,Ml
60 km al N de Mina Collahuasi,-20.294 ,-68.755,2022-06-19,21:17:49,2022-06-20,01:17:49,113,km,4.6,Mw
11 km al NO de Colchane.,-19.234 ,-68.733,2022-06-19,20:11:11,2022-06-20,00:11:11,158,km,2.7,Ml
