evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
36 km al O de Taltal,-25.333 ,-70.831,2022-06-15,19:15:25,2022-06-15,23:15:25,30,km,3.7,Ml
7 km al SO de Navidad,-34.010 ,-71.866,2022-06-15,15:58:22,2022-06-15,19:58:22,35,km,3.1,Ml
33 km al SE de Pica,-20.658 ,-69.072,2022-06-15,13:41:04,2022-06-15,17:41:04,99,km,3.3,Ml
11 km al E de CuricÃ³,-34.981 ,-71.121,2022-06-15,13:37:02,2022-06-15,17:37:02,104,km,3.9,Ml
11 km al NE de Calama,-22.419 ,-68.835,2022-06-15,12:11:46,2022-06-15,16:11:46,111,km,3.2,Ml
65 km al N de Calama,-21.891 ,-68.821,2022-06-15,11:17:26,2022-06-15,15:17:26,123,km,3.5,Ml
20 km al O de Canela Baja,-31.396 ,-71.665,2022-06-15,10:06:37,2022-06-15,14:06:37,51,km,3.3,Ml
50 km al O de La Ligua,-32.484 ,-71.764,2022-06-15,07:16:41,2022-06-15,11:16:41,11,km,2.8,Ml
6 km al SO de Tongoy,-30.301 ,-71.531,2022-06-15,06:14:39,2022-06-15,10:14:39,45,km,2.7,Ml
50 km al NE de CopiapÃ³,-27.168 ,-69.884,2022-06-15,01:57:38,2022-06-15,05:57:38,108,km,2.7,Ml
160 km al NE de Socaire,-22.832 ,-66.557,2022-06-14,23:10:29,2022-06-15,03:10:29,236,km,2.9,Ml
131 km al O de ConstituciÃ³n,-34.969 ,-73.779,2022-06-14,23:06:55,2022-06-15,03:06:55,18,km,2.7,Ml
29 km al E de Pica,-20.396 ,-69.074,2022-06-14,22:08:03,2022-06-15,02:08:03,97,km,3.8,Ml
