evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
93 km al E de Tierra Amarilla,-27.197 ,-69.377,2022-04-06,19:32:48,2022-04-06,23:32:48,121,km,3.5,Ml
46 km al NO de Pichilemu,-34.055 ,-72.304,2022-04-06,17:35:40,2022-04-06,21:35:40,24,km,2.5,Ml
44 km al S de Pozo Almonte,-20.648 ,-69.823,2022-04-06,16:55:46,2022-04-06,20:55:46,50,km,2.5,Ml
15 km al E de La Serena,-29.871 ,-71.101,2022-04-06,14:36:42,2022-04-06,18:36:42,61,km,3.5,Ml
50 km al O de Socaire,-23.470 ,-68.361,2022-04-06,14:32:50,2022-04-06,18:32:50,109,km,3.9,Ml
78 km al SE de Socaire,-24.213 ,-67.531,2022-04-06,13:17:05,2022-04-06,17:17:05,226,km,3.2,Ml
44 km al S de Mina Collahuasi,-21.211 ,-68.745,2022-04-06,12:49:49,2022-04-06,16:49:49,112,km,2.9,Ml
94 km al E de Tierra Amarilla,-27.608 ,-69.319,2022-04-06,10:50:16,2022-04-06,14:50:16,101,km,3.1,Ml
24 km al S de Mina Collahuasi,-21.032 ,-68.732,2022-04-06,09:51:15,2022-04-06,13:51:15,122,km,3.0,Ml
52 km al O de Pichilemu,-34.368 ,-72.575,2022-04-06,08:40:28,2022-04-06,12:40:28,15,km,3.6,Ml
47 km al N de Vallenar,-28.151 ,-70.759,2022-04-06,06:14:00,2022-04-06,10:14:00,51,km,3.2,Ml
46 km al SO de Arica,-18.762 ,-70.634,2022-04-06,03:13:03,2022-04-06,07:13:03,38,km,3.2,Ml
33 km al O de Canela Baja,-31.383 ,-71.804,2022-04-06,01:50:42,2022-04-06,05:50:42,30,km,3.0,Ml
27 km al SE de Andacollo,-30.372 ,-70.855,2022-04-06,00:47:17,2022-04-06,04:47:17,85,km,3.8,Ml
42 km al NO de ValparaÃ­so,-32.785 ,-71.940,2022-04-05,21:35:03,2022-04-06,01:35:03,18,km,3.8,Ml
46 km al O de ValparaÃ­so,-33.056 ,-72.113,2022-04-05,20:32:26,2022-04-06,00:32:26,24,km,2.7,Ml
