evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
46 km al SO de Los Vilos,-32.268,-71.756,2022-03-02,16:18:29,2022-03-02,19:18:29,28,km,4.0,Ml
50 km al NE de San Pedro de Atacama,-22.562,-67.911,2022-03-02,15:51:54,2022-03-02,18:51:54,180,km,3.0,Ml
45 km al E de Sierra Gorda.,-23.059,-68.908,2022-03-02,15:19:03,2022-03-02,18:19:03,104,km,3.5,Ml
98 km al SE de Socaire,-24.122,-67.117,2022-03-02,13:15:41,2022-03-02,16:15:41,195,km,3.1,Ml
33 km al O de Punitaqui,-30.732,-71.579,2022-03-02,12:40:11,2022-03-02,15:40:11,42,km,2.6,Ml
67 km al S de Socaire,-24.158,-67.668,2022-03-02,10:27:36,2022-03-02,13:27:36,224,km,2.9,M
71 km al SO de OllagÃ¼e,-21.741,-68.654,2022-03-02,10:22:25,2022-03-02,13:22:25,102,km,2.6,Ml
45 km al NO de Quillagua,-21.339,-69.802,2022-03-02,08:09:02,2022-03-02,11:09:02,53,km,2.8,M
8 km al NE de Tocopilla,-22.06,-70.134,2022-03-02,07:48:17,2022-03-02,10:48:17,70,km,2.7,M
64 km al SO de OllagÃ¼e,-21.723,-68.564,2022-03-02,07:39:17,2022-03-02,10:39:17,110,km,3.0,M
96 km al S de Ilo,-18.49,-71.525,2022-03-02,07:15:54,2022-03-02,10:15:54,10,km,3.9,M
127 km al NO de Huasco,-27.584,-72.041,2022-03-02,06:06:52,2022-03-02,09:06:52,36,km,3.1,M
33 km al SO de Los Vilos,-32.106,-71.771,2022-03-02,05:41:42,2022-03-02,08:41:42,15,km,2.7,M
46 km al SO de Los Vilos,-32.234,-71.822,2022-03-02,04:11:54,2022-03-02,07:11:54,32,km,2.5,M
43 km al S de Putre,-18.583,-69.615,2022-03-02,03:26:06,2022-03-02,06:26:06,116,km,3.8,M
