evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
32 km al NO de El Tabo,-33.325,-71.978,2022-03-08,19:57:20,2022-03-08,22:57:20,32,km,3.2,Ml
77 km al NE de Calama,-21.831,-68.645,2022-03-08,19:01:02,2022-03-08,22:01:02,124,km,3.0,Ml
12 km al NE de Cuya,-19.075,-70.103,2022-03-08,18:42:35,2022-03-08,21:42:35,51,km,3.0,Ml
47 km al NO de Quillagua,-21.406,-69.895,2022-03-08,17:50:30,2022-03-08,20:50:30,81,km,2.7,Ml
87 km al O de Pisagua,-19.908,-70.972,2022-03-08,16:01:08,2022-03-08,19:01:08,42,km,2.5,Ml
56 km al S de Tierra Amarilla,-27.987,-70.297,2022-03-08,15:11:41,2022-03-08,18:11:41,94,km,3.1,Ml
37 km al SO de La Ligua,-32.611,-71.572,2022-03-08,13:33:52,2022-03-08,16:33:52,40,km,3.0,Ml
60 km al SO de Caldera,-27.571,-71.054,2022-03-08,13:31:26,2022-03-08,16:31:26,18,km,2.5,Ml
40 km al NE de Mina La Escondida.,-23.951,-68.87,2022-03-08,09:44:04,2022-03-08,12:44:04,105,km,2.7,Ml
34 km al NE de Pica,-20.216,-69.194,2022-03-08,08:42:36,2022-03-08,11:42:36,98,km,2.5,Ml
98 km al O de Pisagua,-19.9,-71.092,2022-03-08,07:35:53,2022-03-08,10:35:53,13,km,4.3,Ml
69 km al S de Baquedano,-23.948,-69.736,2022-03-08,06:09:43,2022-03-08,09:09:43,64,km,4.2,Ml
126 km al NO de Huasco,-27.575,-72.018,2022-03-08,04:58:24,2022-03-08,07:58:24,30,km,2.5,Ml
41 km al SE de Mina Los Pelambres,-32.082,-70.274,2022-03-08,03:25:41,2022-03-08,06:25:41,139,km,3.0,Ml
158 km al NO de BahÃ­a Mansa,-39.623,-75.094,2022-03-08,02:57:31,2022-03-08,05:57:31,28,km,3.3,Ml
79 km al NO de Tocopilla,-21.482,-70.59,2022-03-08,01:28:20,2022-03-08,04:28:20,40,km,2.5,Ml
81 km al SE de Socaire,-24.178,-67.422,2022-03-08,01:16:12,2022-03-08,04:16:12,227,km,4.0,Ml
30 km al S de CamiÃ±a,-19.582,-69.384,2022-03-08,00:59:40,2022-03-08,03:59:40,98,km,2.9,Ml
29 km al N de La Ligua,-32.193,-71.306,2022-03-07,23:56:11,2022-03-08,02:56:11,75,km,2.7,Ml
15 km al SE de Linares,-35.959,-71.514,2022-03-07,21:56:23,2022-03-08,00:56:23,94,km,3.0,Ml
