evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
32 km al NE de Farellones,-33.132 ,-70.086,2022-09-05,17:55:48,2022-09-05,21:55:48,12,km,2.7,Ml
32 km al SE de CamiÃ±a,-19.570 ,-69.300,2022-09-05,16:34:01,2022-09-05,20:34:01,105,km,3.5,Ml
22 km al NO de Vallenar,-28.393 ,-70.860,2022-09-05,15:39:38,2022-09-05,19:39:38,54,km,2.8,Ml
17 km al NO de Victoria,-38.091 ,-72.412,2022-09-05,13:26:13,2022-09-05,17:26:13,47,km,3.1,Ml
38 km al O de Mina Collahuasi,-20.741 ,-69.012,2022-09-05,13:08:04,2022-09-05,17:08:04,104,km,2.8,Ml
45 km al SE de CamiÃ±a,-19.662 ,-69.201,2022-09-05,11:21:10,2022-09-05,15:21:10,100,km,3.0,Ml
36 km al SE de Pisagua,-19.875 ,-70.035,2022-09-05,10:31:00,2022-09-05,14:31:00,53,km,3.5,Ml
17 km al SO de Los Vilos,-32.003 ,-71.652,2022-09-05,09:28:20,2022-09-05,13:28:20,34,km,3.1,Ml
67 km al N de Mina Collahuasi,-20.230 ,-68.712,2022-09-05,09:14:54,2022-09-05,13:14:54,114,km,3.3,Ml
42 km al SO de Mina Collahuasi,-21.121 ,-68.909,2022-09-05,09:08:35,2022-09-05,13:08:35,112,km,2.9,Ml
35 km al NE de MarÃ­a Elena,-22.155 ,-69.387,2022-09-05,07:55:24,2022-09-05,11:55:24,74,km,3.0,Ml
49 km al O de El Tabo,-33.516 ,-72.190,2022-09-05,07:43:10,2022-09-05,11:43:10,37,km,2.6,Ml
54 km al O de El Tabo,-33.481 ,-72.250,2022-09-05,04:20:04,2022-09-05,08:20:04,35,km,3.2,Ml
26 km al N de Tongoy,-30.018 ,-71.496,2022-09-05,04:15:12,2022-09-05,08:15:12,42,km,3.2,Ml
53 km al O de El Tabo,-33.509 ,-72.235,2022-09-05,03:51:00,2022-09-05,07:51:00,34,km,4.8,Ml
51 km al O de El Tabo,-33.469 ,-72.222,2022-09-05,03:50:00,2022-09-05,07:50:00,36,km,4.8,Mw
35 km al N de Pica,-20.182 ,-69.292,2022-09-05,02:17:07,2022-09-05,06:17:07,86,km,3.0,Ml
48 km al NO de Huasco,-28.172 ,-71.580,2022-09-05,01:00:23,2022-09-05,05:00:23,40,km,3.2,Ml
26 km al NO de Mina Collahuasi,-20.722 ,-68.876,2022-09-05,00:28:44,2022-09-05,04:28:44,95,km,3.0,Ml
42 km al NE de Calama,-22.293 ,-68.567,2022-09-05,00:07:46,2022-09-05,04:07:46,114,km,4.5,Mw
65 km al SO de San Pedro de Atacama,-23.197 ,-68.762,2022-09-04,23:32:55,2022-09-05,03:32:55,102,km,3.0,Ml
94 km al SE de Socaire,-24.177 ,-67.223,2022-09-04,23:19:39,2022-09-05,03:19:39,238,km,3.3,Ml
47 km al O de Arica,-18.493 ,-70.769,2022-09-04,22:27:47,2022-09-05,02:27:47,56,km,2.8,Ml
55 km al S de Huasco,-28.941 ,-71.384,2022-09-04,21:13:05,2022-09-05,01:13:05,47,km,2.7,Ml
