evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
80 km al NO de Quillagua,-21.028 ,-69.912,2022-01-28,19:43:06,2022-01-28,22:43:06,54,km,2.8,Ml
29 km al O de Arauco,-37.205 ,-73.645,2022-01-28,19:38:49,2022-01-28,22:38:49,38,km,2.8,Ml
71 km al E de Alto del Carmen,-28.492 ,-69.828,2022-01-28,18:08:38,2022-01-28,21:08:38,116,km,2.8,Ml
26 km al O de Colina,-33.267 ,-70.942,2022-01-28,17:44:19,2022-01-28,20:44:19,74,km,2.6,Ml
63 km al SE de Socaire,-23.844 ,-67.335,2022-01-28,16:35:27,2022-01-28,19:35:27,240,km,2.9,Ml
68 km al SE de Socaire,-24.056 ,-67.455,2022-01-28,13:09:54,2022-01-28,16:09:54,225,km,2.8,Ml
89 km al NE de San Pedro de Atacama,-22.212 ,-67.795,2022-01-28,12:34:03,2022-01-28,15:34:03,204,km,2.8,Ml
54 km al NO de ChaÃ±aral.,-25.933 ,-70.912,2022-01-28,12:08:48,2022-01-28,15:08:48,37,km,3.1,Ml
61 km al N de CamiÃ±a,-18.771 ,-69.541,2022-01-28,10:43:27,2022-01-28,13:43:27,117,km,5.0,Mw
72 km al SO de OllagÃ¼e,-21.806 ,-68.553,2022-01-28,10:32:09,2022-01-28,13:32:09,126,km,3.0,Ml
29 km al NO de CamiÃ±a,-19.078 ,-69.549,2022-01-28,10:26:57,2022-01-28,13:26:57,94,km,2.7,Ml
120 km al NE de Socaire,-22.904 ,-66.977,2022-01-28,09:52:34,2022-01-28,12:52:34,285,km,3.2,Ml
60 km al SO de Huasco,-28.889 ,-71.601,2022-01-28,09:19:43,2022-01-28,12:19:43,58,km,2.9,Ml
57 km al O de OllagÃ¼e,-21.362 ,-68.780,2022-01-28,09:17:43,2022-01-28,12:17:43,121,km,3.9,Ml
31 km al NE de Cuya,-18.903 ,-70.060,2022-01-28,08:36:35,2022-01-28,11:36:35,74,km,3.3,Ml
63 km al S de Socaire,-24.138 ,-68.064,2022-01-28,08:33:28,2022-01-28,11:33:28,115,km,2.7,Ml
65 km al N de San Pedro de Atacama,-22.341 ,-68.124,2022-01-28,07:50:16,2022-01-28,10:50:16,179,km,3.2,Ml
53 km al O de Mina La Escondida.,-24.097 ,-69.543,2022-01-28,07:36:01,2022-01-28,10:36:01,74,km,3.0,Ml
32 km al NE de Pica,-20.287 ,-69.118,2022-01-28,05:58:46,2022-01-28,08:58:46,91,km,3.0,Ml
55 km al SO de OllagÃ¼e,-21.665 ,-68.485,2022-01-28,05:37:03,2022-01-28,08:37:03,139,km,3.0,Ml
15 km al NO de Lota,-37.019 ,-73.299,2022-01-28,05:19:18,2022-01-28,08:19:18,19,km,2.8,Ml
42 km al SE de CamiÃ±a,-19.645 ,-69.236,2022-01-28,04:09:54,2022-01-28,07:09:54,97,km,3.1,Ml
33 km al SO de OllagÃ¼e,-21.390 ,-68.521,2022-01-28,02:20:36,2022-01-28,05:20:36,130,km,4.6,Mw
35 km al SO de OllagÃ¼e,-21.494 ,-68.433,2022-01-28,01:36:23,2022-01-28,04:36:23,135,km,2.8,Ml
19 km al E de Las Cabras,-34.326 ,-71.108,2022-01-28,00:20:30,2022-01-28,03:20:30,70,km,2.9,Ml
22 km al SE de CuricÃ³,-35.171 ,-71.146,2022-01-28,00:08:30,2022-01-28,03:08:30,109,km,3.2,Ml
30 km al N de Calama,-22.206 ,-68.876,2022-01-27,23:11:33,2022-01-28,02:11:33,115,km,3.0,Ml
18 km al N de CamiÃ±a,-19.165 ,-69.483,2022-01-27,21:46:21,2022-01-28,00:46:21,92,km,2.7,Ml
35 km al O de CamiÃ±a,-19.199 ,-69.733,2022-01-27,21:31:26,2022-01-28,00:31:26,115,km,5.5,Mw
