evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
19 km al N de Cami̱a,-19.149 ,-69.389,2022-01-23,20:14:24,2022-01-23,23:14:24,104,km,3.1,Ml
55 km al SO de Los Vilos,-32.296 ,-71.872,2022-01-23,19:51:15,2022-01-23,22:51:15,33,km,3.4,Ml
84 km al SE de Socaire,-24.280 ,-67.565,2022-01-23,19:30:39,2022-01-23,22:30:39,218,km,4.2,Ml
75 km al NO de Quillagua,-21.348 ,-70.174,2022-01-23,18:01:29,2022-01-23,21:01:29,38,km,2.6,Ml
17 km al S de Canela Baja,-31.551 ,-71.499,2022-01-23,17:08:26,2022-01-23,20:08:26,50,km,4.2,Ml
21 km al S de Mina Collahuasi,-21.011 ,-68.680,2022-01-23,15:28:42,2022-01-23,18:28:42,140,km,3.8,Ml
27 km al E de Baquedano,-23.335 ,-69.573,2022-01-23,13:30:22,2022-01-23,16:30:22,74,km,3.3,Ml
46 km al O de Punitaqui,-30.732 ,-71.727,2022-01-23,07:27:25,2022-01-23,10:27:25,28,km,3.0,Ml
31 km al SE de Mina La Escondida.,-24.488 ,-68.864,2022-01-23,06:36:23,2022-01-23,09:36:23,114,km,3.2,Ml
77 km al NE de Mina La Escondida.,-23.635 ,-68.750,2022-01-23,05:49:15,2022-01-23,08:49:15,114,km,3.4,Ml
86 km al S de Socaire,-24.324 ,-67.637,2022-01-22,23:54:19,2022-01-23,02:54:19,222,km,3.5,Ml
