evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
54 km al NO de Tongoy,-29.954 ,-71.940,2022-01-31,18:36:18,2022-01-31,21:36:18,35,km,4.6,Mw
10 km al S de Calama,-22.557 ,-68.942,2022-01-31,17:28:11,2022-01-31,20:28:11,102,km,2.5,Ml
63 km al NE de Quillagua,-21.141 ,-69.298,2022-01-31,16:50:12,2022-01-31,19:50:12,80,km,2.8,Ml
47 km al S de Mina Collahuasi,-21.234 ,-68.784,2022-01-31,16:12:25,2022-01-31,19:12:25,120,km,3.0,Ml
87 km al SE de Socaire,-23.980 ,-67.147,2022-01-31,15:45:04,2022-01-31,18:45:04,235,km,3.0,Ml
87 km al SE de Socaire,-23.972 ,-67.142,2022-01-31,13:42:40,2022-01-31,16:42:40,197,km,3.0,Ml
76 km al SO de OllagÃ¼e,-21.822 ,-68.611,2022-01-31,13:06:43,2022-01-31,16:06:43,121,km,3.0,Ml
42 km al SE de Pica,-20.800 ,-69.104,2022-01-31,12:24:04,2022-01-31,15:24:04,112,km,2.8,Ml
59 km al SE de Socaire,-24.046 ,-67.588,2022-01-31,09:39:19,2022-01-31,12:39:19,197,km,2.8,Ml
79 km al SE de Socaire,-24.194 ,-67.485,2022-01-31,09:26:29,2022-01-31,12:26:29,196,km,2.7,Ml
55 km al E de Taltal,-25.349 ,-69.940,2022-01-31,06:38:30,2022-01-31,09:38:30,100,km,3.6,Ml
122 km al NO de Tortel,-47.093 ,-74.771,2022-01-31,05:32:06,2022-01-31,08:32:06,22,km,3.0,Ml
47 km al NO de ValparaÃ­so,-32.683 ,-71.875,2022-01-31,04:43:30,2022-01-31,07:43:30,24,km,2.9,Ml
27 km al SO de Tocopilla,-22.282 ,-70.369,2022-01-30,22:38:23,2022-01-31,01:38:23,59,km,2.9,Ml
