evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
44 km al SE de Pica,-20.833 ,-69.116,2022-07-30,19:05:14,2022-07-30,23:05:14,104,km,2.8,Ml
56 km al SO de OllagÃ¼e,-21.674 ,-68.495,2022-07-30,16:47:00,2022-07-30,20:47:00,128,km,2.9,Ml
39 km al NO de Mina Collahuasi,-20.607 ,-68.955,2022-07-30,16:29:40,2022-07-30,20:29:40,104,km,2.6,Ml
14 km al O de OllagÃ¼e,-21.258 ,-68.382,2022-07-30,16:17:07,2022-07-30,20:17:07,138,km,3.3,Ml
36 km al NE de Calama,-22.175 ,-68.787,2022-07-30,16:01:04,2022-07-30,20:01:04,107,km,2.8,Ml
114 km al E de Alto del Carmen,-28.545 ,-69.345,2022-07-30,15:34:47,2022-07-30,19:34:47,131,km,3.2,Ml
49 km al SE de Socaire,-23.935 ,-67.590,2022-07-30,15:18:27,2022-07-30,19:18:27,221,km,2.7,Ml
127 km al O de Lebu,-38.050 ,-74.985,2022-07-30,15:15:10,2022-07-30,19:15:10,26,km,2.9,Ml
25 km al NE de VichuquÃ©n,-34.713 ,-71.816,2022-07-30,14:30:08,2022-07-30,18:30:08,41,km,3.2,Ml
35 km al NE de Calama,-22.200 ,-68.758,2022-07-30,14:27:12,2022-07-30,18:27:12,124,km,2.5,Ml
83 km al E de Socaire,-23.848 ,-67.122,2022-07-30,13:59:07,2022-07-30,17:59:07,246,km,3.8,Ml
35 km al S de Tocopilla,-22.403 ,-70.283,2022-07-30,12:10:31,2022-07-30,16:10:31,38,km,2.7,Ml
40 km al SO de Putre,-18.441 ,-69.832,2022-07-30,11:31:38,2022-07-30,15:31:38,120,km,4.4,Mw
36 km al NE de Calama,-22.235 ,-68.684,2022-07-30,10:59:48,2022-07-30,14:59:48,115,km,2.8,Ml
23 km al E de ConcepciÃ³n,-36.836 ,-72.790,2022-07-30,08:46:42,2022-07-30,12:46:42,39,km,3.6,Ml
40 km al O de La Higuera,-29.462 ,-71.607,2022-07-30,07:49:05,2022-07-30,11:49:05,42,km,2.5,Ml
52 km al SO de Taltal,-25.669 ,-70.910,2022-07-30,07:23:20,2022-07-30,11:23:20,25,km,2.5,Ml
36 km al NO de Tongoy,-30.012 ,-71.737,2022-07-30,07:07:17,2022-07-30,11:07:17,33,km,2.5,Ml
50 km al SO de Taltal,-25.710 ,-70.854,2022-07-30,04:11:15,2022-07-30,08:11:15,35,km,2.8,Ml
55 km al E de CombarbalÃ¡,-31.321 ,-70.446,2022-07-30,01:58:55,2022-07-30,05:58:55,124,km,2.7,Ml
17 km al E de Tocopilla,-22.087 ,-70.038,2022-07-30,00:31:20,2022-07-30,04:31:20,25,km,2.5,Ml
92 km al SO de Taltal,-25.777 ,-71.306,2022-07-29,23:07:59,2022-07-30,03:07:59,27,km,3.4,Ml
121 km al E de Colchane.,-19.195 ,-67.486,2022-07-29,21:24:18,2022-07-30,01:24:18,296,km,3.7,Ml
64 km al SO de OllagÃ¼e,-21.668 ,-68.647,2022-07-29,20:11:08,2022-07-30,00:11:08,117,km,2.7,Ml
