evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
20 km al O de Pichilemu,-34.446 ,-72.210,2022-05-11,16:09:12,2022-05-11,20:09:12,39,km,2.6,Ml
32 km al S de Mina Collahuasi,-21.113 ,-68.689,2022-05-11,15:31:58,2022-05-11,19:31:58,105,km,2.8,Ml
46 km al N de Tocopilla,-21.685 ,-70.254,2022-05-11,14:18:55,2022-05-11,18:18:55,60,km,2.8,Ml
81 km al NO de Tongoy,-29.687 ,-72.014,2022-05-11,13:28:57,2022-05-11,17:28:57,36,km,2.9,Ml
60 km al SO de San Juan.,-31.820 ,-69.068,2022-05-11,13:16:59,2022-05-11,17:16:59,10,km,3.0,Ml
83 km al SE de Socaire,-24.121 ,-67.322,2022-05-11,12:46:04,2022-05-11,16:46:04,240,km,3.8,Ml
33 km al O de CamiÃ±a,-19.360 ,-69.739,2022-05-11,11:51:12,2022-05-11,15:51:12,65,km,2.9,Ml
81 km al NO de Tongoy,-29.697 ,-72.029,2022-05-11,11:49:11,2022-05-11,15:49:11,30,km,2.6,Ml
45 km al N de Tocopilla,-21.685 ,-70.192,2022-05-11,11:21:16,2022-05-11,15:21:16,67,km,5.0,Mw
76 km al SE de Socaire,-24.088 ,-67.383,2022-05-11,09:22:18,2022-05-11,13:22:18,197,km,4.3,Mw
65 km al E de Socaire,-23.476 ,-67.262,2022-05-11,09:20:51,2022-05-11,13:20:51,255,km,3.5,Ml
53 km al SE de Pica,-20.929 ,-69.130,2022-05-11,09:11:56,2022-05-11,13:11:56,105,km,2.7,Ml
104 km al E de Socaire,-23.396 ,-66.896,2022-05-11,08:40:15,2022-05-11,12:40:15,217,km,3.6,Ml
46 km al SE de Pica,-20.838 ,-69.094,2022-05-11,07:39:28,2022-05-11,11:39:28,106,km,2.6,Ml
46 km al NE de Calama,-22.145 ,-68.656,2022-05-11,07:37:19,2022-05-11,11:37:19,107,km,2.9,Ml
52 km al SE de Socaire,-23.962 ,-67.581,2022-05-11,06:16:18,2022-05-11,10:16:18,262,km,2.8,Ml
63 km al E de Socaire,-23.420 ,-67.303,2022-05-11,05:08:45,2022-05-11,09:08:45,253,km,3.0,Ml
39 km al NO de ValparaÃ­so,-32.766 ,-71.872,2022-05-11,03:54:18,2022-05-11,07:54:18,20,km,2.5,Ml
103 km al E de Socaire,-23.439 ,-66.895,2022-05-11,03:32:03,2022-05-11,07:32:03,208,km,3.2,Ml
105 km al E de Socaire,-23.421 ,-66.874,2022-05-11,03:27:03,2022-05-11,07:27:03,216,km,3.3,Ml
88 km al O de Iquique,-20.181 ,-70.996,2022-05-11,03:22:42,2022-05-11,07:22:42,35,km,2.5,Ml
40 km al O de Angol,-37.768 ,-73.159,2022-05-11,02:38:54,2022-05-11,06:38:54,37,km,2.6,Ml
40 km al SE de Putre,-18.518 ,-69.398,2022-05-11,01:02:39,2022-05-11,05:02:39,118,km,2.5,Ml
12 km al NO de Quillota,-32.816 ,-71.353,2022-05-10,23:57:22,2022-05-11,03:57:22,54,km,3.4,Ml
17 km al N de CamiÃ±a,-19.164 ,-69.440,2022-05-10,23:20:02,2022-05-11,03:20:02,97,km,2.5,Ml
14 km al S de Los Vilos,-32.039 ,-71.544,2022-05-10,23:18:13,2022-05-11,03:18:13,40,km,3.2,Ml
46 km al E de Socaire,-23.562 ,-67.442,2022-05-10,22:42:48,2022-05-11,02:42:48,260,km,3.8,Ml
43 km al SE de Calama,-22.664 ,-68.563,2022-05-10,22:08:42,2022-05-11,02:08:42,115,km,3.4,Ml
69 km al E de Socaire,-23.468 ,-67.225,2022-05-10,22:05:21,2022-05-11,02:05:21,235,km,3.1,Ml
104 km al E de Socaire,-23.424 ,-66.882,2022-05-10,21:40:37,2022-05-11,01:40:37,217,km,3.8,Ml
43 km al E de Socaire,-23.520 ,-67.477,2022-05-10,21:29:55,2022-05-11,01:29:55,265,km,2.9,Ml
52 km al SO de Mina Collahuasi,-21.252 ,-68.867,2022-05-10,21:12:17,2022-05-11,01:12:17,122,km,2.7,Ml
