evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
36 km al E de Putre,-18.320 ,-69.240,2022-05-07,19:54:35,2022-05-07,23:54:35,123,km,3.2,Ml
55 km al NE de Calama,-22.015 ,-68.709,2022-05-07,19:08:46,2022-05-07,23:08:46,105,km,2.5,Ml
39 km al NO de ConstituciÃ³n,-34.998 ,-72.560,2022-05-07,15:33:56,2022-05-07,19:33:56,12,km,2.7,Ml
62 km al SE de CamiÃ±a,-19.814 ,-69.173,2022-05-07,14:21:58,2022-05-07,18:21:58,94,km,3.4,Ml
53 km al N de Mejillones,-22.627 ,-70.373,2022-05-07,13:39:42,2022-05-07,17:39:42,41,km,2.8,Ml
38 km al N de ValparaÃ­so,-32.708 ,-71.628,2022-05-07,12:49:28,2022-05-07,16:49:28,29,km,3.2,Ml
96 km al SE de Socaire,-24.146 ,-67.165,2022-05-07,12:12:49,2022-05-07,16:12:49,214,km,3.4,Ml
30 km al S de Santiago,-33.710 ,-70.642,2022-05-07,11:02:14,2022-05-07,15:02:14,30,km,2.6,Ml
56 km al SO de Los Vilos,-32.339 ,-71.819,2022-05-07,10:16:44,2022-05-07,14:16:44,22,km,2.5,Ml
82 km al E de Tierra Amarilla,-27.320 ,-69.457,2022-05-07,08:30:00,2022-05-07,12:30:00,110,km,3.8,Ml
69 km al N de Quillagua,-21.044 ,-69.635,2022-05-07,07:05:13,2022-05-07,11:05:13,50,km,3.4,Ml
36 km al NE de ConcepciÃ³n,-36.537 ,-72.860,2022-05-07,02:12:23,2022-05-07,06:12:23,32,km,4.6,Mw
28 km al E de Quillota,-32.843 ,-70.951,2022-05-07,01:02:26,2022-05-07,05:02:26,76,km,3.1,Ml
18 km al S de La Serena,-30.055 ,-71.308,2022-05-06,21:24:09,2022-05-07,01:24:09,63,km,3.1,Ml
