evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
46 km al SO de Huasco,-28.807 ,-71.491,2022-05-28,19:07:43,2022-05-28,23:07:43,34,km,2.8,Ml
41 km al SE de Socaire,-23.832 ,-67.586,2022-05-28,18:09:12,2022-05-28,22:09:12,242,km,3.0,Ml
83 km al NE de El Salvador,-25.731 ,-69.008,2022-05-28,12:25:00,2022-05-28,16:25:00,122,km,4.0,Ml
42 km al SO de Mina Collahuasi,-21.026 ,-69.001,2022-05-28,11:58:30,2022-05-28,15:58:30,105,km,3.1,Ml
28 km al SE de Pica,-20.706 ,-69.184,2022-05-28,11:51:18,2022-05-28,15:51:18,113,km,3.0,Ml
35 km al NO de Los Vilos,-31.640 ,-71.688,2022-05-28,10:37:22,2022-05-28,14:37:22,34,km,3.1,Ml
79 km al E de Socaire,-23.577 ,-67.119,2022-05-28,10:20:44,2022-05-28,14:20:44,240,km,2.9,Ml
52 km al N de Pica,-20.044 ,-69.174,2022-05-28,09:53:50,2022-05-28,13:53:50,99,km,2.6,Ml
13 km al S de Huasco,-28.581 ,-71.200,2022-05-28,06:57:32,2022-05-28,10:57:32,37,km,2.8,Ml
67 km al NO de Quillagua,-21.208 ,-69.970,2022-05-28,04:17:47,2022-05-28,08:17:47,19,km,2.5,Ml
28 km al SO de Mina Collahuasi,-20.962 ,-68.881,2022-05-28,01:54:53,2022-05-28,05:54:53,118,km,2.9,Ml
34 km al SE de Mina Los Pelambres,-31.970 ,-70.267,2022-05-28,01:18:24,2022-05-28,05:18:24,122,km,3.2,Ml
51 km al SO de OllagÃ¼e,-21.647 ,-68.448,2022-05-28,00:28:16,2022-05-28,04:28:16,133,km,2.5,Ml
113 km al E de Socaire,-23.925 ,-66.837,2022-05-27,21:32:57,2022-05-28,01:32:57,205,km,3.0,Ml
60 km al S de Mina Collahuasi,-21.336 ,-68.845,2022-05-27,21:05:47,2022-05-28,01:05:47,108,km,4.1,Ml
54 km al S de Mina Collahuasi,-21.301 ,-68.772,2022-05-27,20:00:21,2022-05-28,00:00:21,120,km,3.9,Ml
