evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
31 km al E de Sierra Gorda.,-22.934 ,-69.016,2022-08-17,19:59:28,2022-08-17,23:59:28,86,km,2.6,Ml
76 km al SE de Socaire,-24.193 ,-67.547,2022-08-17,19:07:37,2022-08-17,23:07:37,240,km,3.2,Ml
37 km al SO de Pisagua,-19.760 ,-70.518,2022-08-17,18:38:47,2022-08-17,22:38:47,44,km,2.7,Ml
49 km al N de Pica,-20.052 ,-69.362,2022-08-17,17:13:39,2022-08-17,21:13:39,105,km,2.7,Ml
11 km al S de Calama,-22.567 ,-68.917,2022-08-17,16:55:15,2022-08-17,20:55:15,138,km,2.7,Ml
35 km al SE de Arica,-18.622 ,-70.022,2022-08-17,16:52:55,2022-08-17,20:52:55,53,km,2.7,Ml
36 km al O de Mina Collahuasi,-20.903 ,-68.997,2022-08-17,16:50:41,2022-08-17,20:50:41,103,km,2.5,Ml
42 km al S de OllagÃ¼e,-21.586 ,-68.356,2022-08-17,16:38:21,2022-08-17,20:38:21,132,km,3.0,Ml
74 km al NE de Calama,-21.881 ,-68.590,2022-08-17,15:24:35,2022-08-17,19:24:35,116,km,2.6,Ml
33 km al N de Pica,-20.192 ,-69.298,2022-08-17,14:37:34,2022-08-17,18:37:34,94,km,3.3,Ml
34 km al S de Mina Collahuasi,-21.132 ,-68.615,2022-08-17,12:19:03,2022-08-17,16:19:03,134,km,2.5,Ml
28 km al SE de Alto del Carmen,-28.983 ,-70.348,2022-08-17,11:21:43,2022-08-17,15:21:43,94,km,2.8,Ml
69 km al N de Pica,-19.907 ,-69.097,2022-08-17,11:14:44,2022-08-17,15:14:44,98,km,2.9,Ml
110 km al E de Socaire,-23.492 ,-66.819,2022-08-17,11:03:43,2022-08-17,15:03:43,219,km,2.7,Ml
18 km al E de Tongoy,-30.258 ,-71.308,2022-08-17,07:36:25,2022-08-17,11:36:25,59,km,2.5,Ml
71 km al SO de OllagÃ¼e,-21.576 ,-68.831,2022-08-17,05:43:37,2022-08-17,09:43:37,179,km,2.8,Ml
89 km al SE de Colchane.,-19.989 ,-68.252,2022-08-17,00:06:47,2022-08-17,04:06:47,201,km,3.0,Ml
9 km al NE de Melipilla,-33.650 ,-71.132,2022-08-16,22:47:16,2022-08-17,02:47:16,71,km,2.7,Ml
