evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
68 km al SE de Socaire,-24.144 ,-67.607,2022-08-07,19:53:01,2022-08-07,23:53:01,245,km,3.6,Ml
73 km al S de Mina La Escondida.,-24.920 ,-69.160,2022-08-07,18:48:13,2022-08-07,22:48:13,114,km,2.6,Ml
58 km al SE de Socaire,-23.895 ,-67.429,2022-08-07,18:17:55,2022-08-07,22:17:55,260,km,2.9,Ml
33 km al S de Mina Collahuasi,-21.125 ,-68.649,2022-08-07,17:01:58,2022-08-07,21:01:58,128,km,3.5,Ml
66 km al N de Taltal,-24.834 ,-70.333,2022-08-07,16:24:55,2022-08-07,20:24:55,63,km,3.5,Ml
31 km al S de CuricÃ³,-35.261 ,-71.219,2022-08-07,15:49:31,2022-08-07,19:49:31,97,km,3.5,Ml
89 km al SE de Paihuano,-30.596 ,-69.860,2022-08-07,15:39:22,2022-08-07,19:39:22,135,km,2.9,Ml
68 km al SE de Sierra Gorda.,-23.244 ,-68.772,2022-08-07,14:46:51,2022-08-07,18:46:51,91,km,3.0,Ml
99 km al E de Alto del Carmen,-28.802 ,-69.473,2022-08-07,14:02:11,2022-08-07,18:02:11,143,km,2.9,Ml
42 km al SE de Putre,-18.489 ,-69.314,2022-08-07,11:54:18,2022-08-07,15:54:18,119,km,3.2,Ml
26 km al NO de Los Andes.,-32.657 ,-70.776,2022-08-07,10:09:02,2022-08-07,14:09:02,80,km,2.7,Ml
64 km al S de OllagÃ¼e,-21.769 ,-68.468,2022-08-07,09:15:19,2022-08-07,13:15:19,124,km,2.7,Ml
65 km al SO de OllagÃ¼e,-21.756 ,-68.515,2022-08-07,08:48:24,2022-08-07,12:48:24,114,km,2.7,Ml
82 km al NE de Taltal,-25.019 ,-69.795,2022-08-07,08:18:28,2022-08-07,12:18:28,39,km,2.8,Ml
76 km al O de La Serena,-29.734 ,-72.016,2022-08-07,08:17:12,2022-08-07,12:17:12,20,km,2.5,Ml
9 km al SO de Calama,-22.529 ,-68.988,2022-08-07,08:12:09,2022-08-07,12:12:09,112,km,2.9,Ml
61 km al N de Huasco,-27.931 ,-71.082,2022-08-07,06:36:38,2022-08-07,10:36:38,46,km,2.6,Ml
45 km al SO de Los Vilos,-32.145 ,-71.897,2022-08-07,06:27:24,2022-08-07,10:27:24,23,km,3.5,Ml
56 km al SE de Socaire,-23.951 ,-67.509,2022-08-07,03:21:48,2022-08-07,07:21:48,238,km,3.0,Ml
49 km al E de Mina Los Pelambres,-31.788 ,-70.074,2022-08-07,02:53:40,2022-08-07,06:53:40,128,km,3.0,Ml
49 km al SO de Taltal,-25.598 ,-70.929,2022-08-07,02:39:20,2022-08-07,06:39:20,43,km,3.2,Ml
38 km al NO de Mina Collahuasi,-20.577 ,-68.911,2022-08-07,00:13:39,2022-08-07,04:13:39,101,km,2.8,Ml
67 km al SE de Socaire,-24.084 ,-67.512,2022-08-06,23:44:39,2022-08-07,03:44:39,236,km,2.9,Ml
41 km al SO de Vallenar,-28.837 ,-71.055,2022-08-06,23:12:20,2022-08-07,03:12:20,69,km,2.5,Ml
14 km al SE de CamiÃ±a,-19.405 ,-69.338,2022-08-06,22:41:16,2022-08-07,02:41:16,97,km,4.9,Mw
36 km al S de CamiÃ±a,-19.640 ,-69.435,2022-08-06,22:26:13,2022-08-07,02:26:13,86,km,2.5,Ml
22 km al S de Quillagua,-21.859 ,-69.509,2022-08-06,22:23:55,2022-08-07,02:23:55,69,km,2.7,Ml
44 km al O de Mina Collahuasi,-20.894 ,-69.077,2022-08-06,22:11:22,2022-08-07,02:11:22,114,km,2.6,Ml
58 km al NE de CamiÃ±a,-18.832 ,-69.225,2022-08-06,20:12:06,2022-08-07,00:12:06,123,km,4.1,Ml
