evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
63 km al SO de Los Vilos,-32.360 ,-71.917,2022-08-11,19:25:14,2022-08-11,23:25:14,24,km,2.5,Ml
50 km al NO de Pichilemu,-34.046 ,-72.373,2022-08-11,19:17:34,2022-08-11,23:17:34,31,km,2.6,Ml
20 km al E de Rancagua,-34.241 ,-70.541,2022-08-11,18:23:55,2022-08-11,22:23:55,108,km,2.8,Ml
41 km al O de Sierra Gorda.,-22.880 ,-69.712,2022-08-11,15:40:12,2022-08-11,19:40:12,66,km,2.9,Ml
52 km al SO de OllagÃ¼e,-21.620 ,-68.522,2022-08-11,13:58:55,2022-08-11,17:58:55,130,km,2.7,Ml
96 km al SE de El Salvador,-26.983 ,-69.127,2022-08-11,13:45:34,2022-08-11,17:45:34,122,km,3.1,Ml
12 km al SO de Huasco,-28.558 ,-71.293,2022-08-11,13:31:05,2022-08-11,17:31:05,37,km,3.0,Ml
56 km al N de Mejillones,-22.599 ,-70.389,2022-08-11,13:11:54,2022-08-11,17:11:54,24,km,2.7,Ml
46 km al SO de Mina Collahuasi,-21.123 ,-68.965,2022-08-11,12:21:06,2022-08-11,16:21:06,112,km,2.5,Ml
53 km al SO de Tocopilla,-22.518 ,-70.432,2022-08-11,10:57:52,2022-08-11,14:57:52,10,km,2.7,Ml
50 km al S de Mina Collahuasi,-21.266 ,-68.741,2022-08-11,09:05:57,2022-08-11,13:05:57,116,km,2.9,Ml
40 km al NO de Quillagua,-21.403 ,-69.805,2022-08-11,07:01:57,2022-08-11,11:01:57,47,km,4.0,Ml
17 km al SO de Tongoy,-30.344 ,-71.639,2022-08-11,04:44:28,2022-08-11,08:44:28,35,km,2.8,Ml
70 km al O de Navidad,-33.888 ,-72.582,2022-08-11,04:22:46,2022-08-11,08:22:46,41,km,3.8,Ml
62 km al SO de Mina La Escondida.,-24.510 ,-69.612,2022-08-11,03:55:54,2022-08-11,07:55:54,82,km,2.9,Ml
33 km al SO de Los Vilos,-32.094 ,-71.783,2022-08-11,03:21:00,2022-08-11,07:21:00,30,km,2.7,Ml
19 km al NO de CamiÃ±a,-19.160 ,-69.497,2022-08-11,02:48:49,2022-08-11,06:48:49,97,km,3.0,Ml
29 km al S de Huasco,-28.711 ,-71.322,2022-08-10,20:28:11,2022-08-11,00:28:11,57,km,2.6,Ml
43 km al SO de Taltal,-25.765 ,-70.644,2022-08-10,20:07:13,2022-08-11,00:07:13,53,km,4.6,Mw
