evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
32 km al SO de Antofagasta,-23.902 ,-70.549,2022-08-23,17:16:56,2022-08-23,21:16:56,25,km,2.5,Ml
26 km al SE de CuricÃ³,-35.172 ,-71.066,2022-08-23,16:43:01,2022-08-23,20:43:01,99,km,2.7,Ml
36 km al O de OllagÃ¼e,-21.269 ,-68.595,2022-08-23,12:44:44,2022-08-23,16:44:44,112,km,2.5,Ml
22 km al S de Huasco,-28.667 ,-71.211,2022-08-23,08:26:16,2022-08-23,12:26:16,54,km,4.0,Ml
39 km al NE de Calama,-22.257 ,-68.626,2022-08-23,07:04:25,2022-08-23,11:04:25,122,km,2.6,Ml
46 km al S de OllagÃ¼e,-21.615 ,-68.413,2022-08-23,05:48:46,2022-08-23,09:48:46,129,km,2.9,Ml
42 km al NO de Mina La Escondida.,-24.028 ,-69.380,2022-08-23,05:16:05,2022-08-23,09:16:05,77,km,2.8,Ml
29 km al E de CuricÃ³,-35.013 ,-70.922,2022-08-23,03:33:44,2022-08-23,07:33:44,117,km,3.4,Ml
151 km al O de Valdivia,-39.587 ,-74.985,2022-08-23,03:06:51,2022-08-23,07:06:51,31,km,2.9,Ml
52 km al SO de Los Vilos,-32.255 ,-71.887,2022-08-23,03:03:37,2022-08-23,07:03:37,16,km,3.0,Ml
91 km al NO de Punta Arenas,-52.588 ,-71.877,2022-08-23,01:04:44,2022-08-23,05:04:44,41,km,3.3,Ml
92 km al NO de Punta Arenas,-52.485 ,-71.687,2022-08-23,01:00:07,2022-08-23,05:00:07,8,km,2.7,Ml
70 km al E de Socaire,-23.844 ,-67.263,2022-08-22,23:52:29,2022-08-23,03:52:29,238,km,2.8,Ml
87 km al O de Lebu,-37.893 ,-74.574,2022-08-22,23:09:21,2022-08-23,03:09:21,32,km,3.9,Ml
81 km al SE de Socaire,-24.102 ,-67.327,2022-08-22,23:07:57,2022-08-23,03:07:57,210,km,2.9,Ml
40 km al S de Huasco,-28.801 ,-71.089,2022-08-22,22:38:40,2022-08-23,02:38:40,69,km,2.9,Ml
84 km al SE de Socaire,-24.187 ,-67.390,2022-08-22,22:23:53,2022-08-23,02:23:53,231,km,3.2,Ml
91 km al NO de Punta Arenas,-52.607 ,-71.912,2022-08-22,20:35:26,2022-08-23,00:35:26,44,km,4.2,Ml
