evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
35 km al E de Tacna,-17.953 ,-69.924,2022-08-12,17:05:21,2022-08-12,21:05:21,94,km,3.2,Ml
32 km al NE de Mejillones,-22.971 ,-70.165,2022-08-12,15:07:59,2022-08-12,19:07:59,29,km,4.4,Ml
31 km al NE de Calama,-22.262 ,-68.723,2022-08-12,12:59:17,2022-08-12,16:59:17,109,km,3.0,Ml
46 km al N de Calama,-22.069 ,-68.841,2022-08-12,12:55:51,2022-08-12,16:55:51,113,km,2.7,Ml
43 km al NO de Quillagua,-21.359 ,-69.801,2022-08-12,11:57:54,2022-08-12,15:57:54,49,km,2.7,Ml
16 km al O de Tocopilla,-22.082 ,-70.358,2022-08-12,11:05:00,2022-08-12,15:05:00,30,km,2.5,Ml
76 km al N de Calama,-21.821 ,-68.688,2022-08-12,10:13:18,2022-08-12,14:13:18,120,km,3.8,Ml
6 km al SO de Sierra Gorda.,-22.931 ,-69.369,2022-08-12,06:24:31,2022-08-12,10:24:31,78,km,3.2,Ml
55 km al NO de Quillagua,-21.328 ,-69.923,2022-08-12,01:56:57,2022-08-12,05:56:57,80,km,2.8,Ml
25 km al SE de Cha̱aral.,-26.554 ,-70.522,2022-08-12,00:26:58,2022-08-12,04:26:58,12,km,2.1,Ml
52 km al NO de Pichilemu,-34.044 ,-72.389,2022-08-11,23:58:12,2022-08-12,03:58:12,20,km,2.7,Ml
