evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
36 km al SO de OllagÃ¼e,-21.495,-68.45,2022-04-11,19:04:58,2022-04-11,23:04:58,140,km,2.7,Ml
68 km al E de Socaire,-23.839,-67.276,2022-04-11,18:46:23,2022-04-11,22:46:23,241,km,3.4,Ml
54 km al SO de Mina Collahuasi,-21.25,-68.907,2022-04-11,17:43:26,2022-04-11,21:43:26,111,km,2.6,Ml
42 km al O de Mina Collahuasi,-20.897,-69.059,2022-04-11,16:53:13,2022-04-11,20:53:13,109,km,2.8,Ml
13 km al E de Cuya,-19.16,-70.056,2022-04-11,15:44:53,2022-04-11,19:44:53,59,km,4.6,Mw
28 km al SE de Farellones,-33.482,-70.059,2022-04-11,15:26:31,2022-04-11,19:26:31,8,km,3.0,Ml
73 km al E de Socaire,-23.632,-67.179,2022-04-11,14:33:01,2022-04-11,18:33:01,238,km,4.4,Ml
15 km al NE de Yungay,-37.017,-71.907,2022-04-11,14:22:11,2022-04-11,18:22:11,85,km,2.8,Ml
65 km al E de Socaire,-23.789,-67.292,2022-04-11,13:46:51,2022-04-11,17:46:51,215,km,2.6,Ml
50 km al S de Socaire,-24.021,-67.757,2022-04-11,13:13:12,2022-04-11,17:13:12,263,km,3.1,Ml
73 km al SE de Socaire,-24.158,-67.538,2022-04-11,10:49:20,2022-04-11,14:49:20,240,km,2.8,Ml
21 km al E de OllagÃ¼e,-21.262,-68.057,2022-04-11,08:25:30,2022-04-11,12:25:30,182,km,3.4,Ml
49 km al O de Pichilemu,-34.384,-72.546,2022-04-11,08:12:03,2022-04-11,12:12:03,24,km,2.6,Ml
36 km al E de Tierra Amarilla,-27.41,-69.91,2022-04-11,07:07:31,2022-04-11,11:07:31,102,km,3.0,Ml
23 km al NO de CamiÃ±a,-19.15,-69.562,2022-04-11,06:59:49,2022-04-11,10:59:49,97,km,2.9,Ml
27 km al N de Iquique,-19.975,-70.086,2022-04-11,03:53:59,2022-04-11,07:53:59,39,km,2.6,Ml
76 km al SO de Tongoy,-30.624,-72.16,2022-04-11,02:45:49,2022-04-11,06:45:49,31,km,2.9,Ml
15 km al NO de La Serena,-29.789,-71.341,2022-04-11,02:29:09,2022-04-11,06:29:09,80,km,2.7,Ml
36 km al SO de Tocopilla,-22.282,-70.481,2022-04-11,02:09:27,2022-04-11,06:09:27,10,km,3.7,Ml
13 km al SO de CopiapÃ³,-27.441,-70.432,2022-04-11,01:59:36,2022-04-11,05:59:36,74,km,3.0,Ml
30 km al SO de Tocopilla,-22.285,-70.41,2022-04-11,01:44:24,2022-04-11,05:44:24,31,km,2.9,Ml
16 km al N de San Fernando,-34.44,-70.966,2022-04-11,01:30:29,2022-04-11,05:30:29,74,km,2.6,Ml
21 km al O de Tongoy,-30.259,-71.718,2022-04-11,00:56:07,2022-04-11,04:56:07,24,km,2.6,Ml
86 km al NE de Socaire,-23.259,-67.126,2022-04-11,00:48:37,2022-04-11,04:48:37,250,km,3.1,Ml
62 km al S de Socaire,-24.14,-67.798,2022-04-11,00:43:42,2022-04-11,04:43:42,242,km,2.8,Ml
156 km al NO de ConstituciÃ³n,-34.386,-73.673,2022-04-10,23:32:36,2022-04-11,03:32:36,11,km,2.8,Ml
79 km al N de Taltal,-24.727,-70.698,2022-04-10,23:01:20,2022-04-11,03:01:20,26,km,3.7,Ml
78 km al E de Socaire,-23.786,-67.152,2022-04-10,22:42:00,2022-04-11,02:42:00,213,km,2.9,Ml
32 km al S de Mina Collahuasi,-21.11,-68.626,2022-04-10,21:46:28,2022-04-11,01:46:28,136,km,4.5,Ml
7 km al N de Pozo Almonte,-20.194,-69.762,2022-04-10,21:37:34,2022-04-11,01:37:34,56,km,2.6,Ml
48 km al S de Caldera,-27.491,-70.925,2022-04-10,21:00:33,2022-04-11,01:00:33,34,km,2.8,Ml
71 km al SO de San Pedro de Atacama,-23.342,-68.719,2022-04-10,20:36:25,2022-04-11,00:36:25,112,km,3.7,Ml
