evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
41 km al SE de Rancagua,-34.483,-70.515,2022-04-03,19:53:44,2022-04-03,23:53:44,121,km,3.3,Ml
98 km al NE de San Pedro de Atacama,-22.215,-67.625,2022-04-03,19:01:57,2022-04-03,23:01:57,207,km,3.2,Ml
29 km al N de Cuya,-18.902,-70.121,2022-04-03,17:01:53,2022-04-03,21:01:53,42,km,2.8,Ml
49 km al S de Socaire,-24.002,-67.726,2022-04-03,16:35:55,2022-04-03,20:35:55,253,km,3.0,Ml
25 km al S de Caldera,-27.291,-70.791,2022-04-03,15:43:11,2022-04-03,19:43:11,64,km,2.7,Ml
79 km al E de Socaire,-23.848,-67.171,2022-04-03,14:55:11,2022-04-03,18:55:11,240,km,3.0,Ml
35 km al S de Mina Collahuasi,-21.137,-68.582,2022-04-03,11:24:45,2022-04-03,15:24:45,127,km,2.5,Ml
106 km al NO de BahÃ­a Mansa,-40.011,-74.734,2022-04-03,10:32:46,2022-04-03,14:32:46,20,km,3.5,Ml
78 km al NE de San Pedro de Atacama,-22.318,-67.814,2022-04-03,09:51:17,2022-04-03,13:51:17,208,km,2.8,Ml
82 km al SE de Socaire,-24.052,-67.261,2022-04-03,07:53:12,2022-04-03,11:53:12,216,km,3.5,Ml
61 km al NE de Calama,-22.028,-68.575,2022-04-03,05:57:18,2022-04-03,09:57:18,122,km,4.0,Ml
90 km al NE de Socaire,-23.034,-67.245,2022-04-03,04:57:15,2022-04-03,08:57:15,294,km,3.5,Ml
123 km al O de Tongoy,-30.72,-72.661,2022-04-03,04:11:14,2022-04-03,08:11:14,24,km,2.5,Ml
33 km al N de CamiÃ±a,-19.014,-69.392,2022-04-03,03:49:41,2022-04-03,07:49:41,95,km,2.9,Ml
53 km al SO de Mina Collahuasi,-21.256,-68.89,2022-04-03,01:25:06,2022-04-03,05:25:06,106,km,2.5,Ml
140 km al E de San Juan,-31.541,-67.036,2022-04-03,01:16:37,2022-04-03,05:16:37,113,km,5.2,Mw
47 km al SO de Mina Collahuasi,-21.118,-68.98,2022-04-03,00:56:35,2022-04-03,04:56:35,114,km,3.4,Ml
8 km al SO de La Higuera,-29.563,-71.253,2022-04-03,00:41:10,2022-04-03,04:41:10,52,km,3.9,Ml
37 km al S de Santiago,-33.769,-70.666,2022-04-03,00:06:56,2022-04-03,04:06:56,91,km,3.9,Ml
20 km al NO de Quillagua,-21.528,-69.667,2022-04-02,23:45:52,2022-04-03,03:45:52,10,km,2.7,Ml
48 km al S de Mina Collahuasi,-21.239,-68.787,2022-04-02,23:21:50,2022-04-03,03:21:50,116,km,2.6,Ml
81 km al SE de Socaire,-23.993,-67.227,2022-04-02,23:14:34,2022-04-03,03:14:34,211,km,2.7,Ml
44 km al SO de Mina Collahuasi,-21.05,-69.01,2022-04-02,23:46:42,2022-04-03,02:46:42,111,km,3.0,Ml
24 km al S de Mina Collahuasi,-21.026,-68.575,2022-04-02,23:28:03,2022-04-03,02:28:03,132,km,2.6,Ml
108 km al NO de Huasco,-28.042,-72.218,2022-04-02,21:16:28,2022-04-03,00:16:28,26,km,3.0,Ml
