evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
24 km al O de Taltal,-25.456,-70.718,2022-04-07,19:09:28,2022-04-07,23:09:28,17,km,2.7,Ml
40 km al E de Los Andes.,-32.931,-70.186,2022-04-07,18:41:18,2022-04-07,22:41:18,109,km,3.0,Ml
69 km al SE de Socaire,-24.072,-67.456,2022-04-07,18:15:44,2022-04-07,22:15:44,204,km,3.2,Ml
36 km al S de Mina Collahuasi,-21.143,-68.751,2022-04-07,17:14:17,2022-04-07,21:14:17,118,km,4.3,Ml
77 km al O de Taltal,-25.373,-71.249,2022-04-07,14:15:05,2022-04-07,18:15:05,26,km,2.8,Ml
34 km al O de Punitaqui,-30.72,-71.587,2022-04-07,13:08:27,2022-04-07,17:08:27,29,km,2.7,Ml
10 km al S de Cuya,-19.244,-70.155,2022-04-07,11:45:32,2022-04-07,15:45:32,52,km,3.4,Ml
37 km al E de Pica,-20.449,-68.975,2022-04-07,10:36:27,2022-04-07,14:36:27,99,km,3.2,Ml
51 km al SO de Mina Collahuasi,-21.168,-68.985,2022-04-07,10:19:54,2022-04-07,14:19:54,105,km,2.9,Ml
39 km al SE de Linares,-36.161,-71.403,2022-04-07,06:56:05,2022-04-07,10:56:05,95,km,3.2,Ml
29 km al O de Mina Collahuasi,-20.928,-68.918,2022-04-07,06:49:41,2022-04-07,10:49:41,97,km,3.3,Ml
35 km al NO de Navidad,-33.675,-71.997,2022-04-07,06:42:51,2022-04-07,10:42:51,33,km,2.7,Ml
74 km al SE de Socaire,-24.068,-67.39,2022-04-07,06:01:43,2022-04-07,10:01:43,217,km,4.2,Ml
13 km al N de Huasco,-28.347,-71.213,2022-04-07,05:42:18,2022-04-07,09:42:18,56,km,3.1,Ml
22 km al SO de Tongoy,-30.425,-71.62,2022-04-07,03:56:04,2022-04-07,07:56:04,31,km,3.5,Ml
39 km al NE de Alto del Carmen,-28.447,-70.312,2022-04-07,01:21:26,2022-04-07,05:21:26,77,km,3.1,Ml
108 km al NO de ConstituciÃ³n,-34.594,-73.176,2022-04-07,00:03:16,2022-04-07,04:03:16,10,km,3.0,Ml
12 km al O de Ovalle,-30.616,-71.326,2022-04-06,22:21:53,2022-04-07,02:21:53,44,km,3.6,Ml
