evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
56 km al E de CombarbalÃ¡,-31.081,-70.42,2022-02-18,20:49:20,2022-02-18,23:49:20,114,km,2.7,Ml
13 km al N de Iquique,-20.094,-70.172,2022-02-18,20:46:30,2022-02-18,23:46:30,55,km,2.7,Ml
61 km al O de Tongoy,-30.312,-72.131,2022-02-18,20:42:10,2022-02-18,23:42:10,38,km,3.2,Ml
37 km al NO de Mina Collahuasi,-20.603,-68.927,2022-02-18,19:09:41,2022-02-18,22:09:41,110,km,2.7,Ml
"158 km al SO de Base Frei, AntÃ¡rtica",-63.401,-60.637,2022-02-18,19:08:07,2022-02-18,22:08:07,7,km,4.7,Mw
31 km al SE de Los Andes.,-32.993,-70.32,2022-02-18,18:17:10,2022-02-18,21:17:10,87,km,2.5,Ml
71 km al E de Socaire,-23.341,-67.249,2022-02-18,16:31:31,2022-02-18,19:31:31,231,km,3.4,Ml
40 km al SO de Los Vilos,-32.209,-71.753,2022-02-18,14:57:04,2022-02-18,17:57:04,32,km,2.8,Ml
32 km al O de TirÃºa,-38.221,-73.832,2022-02-18,13:53:13,2022-02-18,16:53:13,32,km,2.5,Ml
73 km al SE de Sierra Gorda.,-23.453,-68.925,2022-02-18,12:08:45,2022-02-18,15:08:45,94,km,2.7,Ml
64 km al SE de Socaire,-24.076,-67.547,2022-02-18,11:44:52,2022-02-18,14:44:52,229,km,2.9,Ml
54 km al SO de Mina Collahuasi,-21.245,-68.914,2022-02-18,10:59:35,2022-02-18,13:59:35,107,km,2.8,Ml
36 km al S de Pica,-20.792,-69.452,2022-02-18,09:35:08,2022-02-18,12:35:08,98,km,3.0,Ml
21 km al S de Navidad,-34.135,-71.896,2022-02-18,08:02:55,2022-02-18,11:02:55,42,km,3.1,Ml
64 km al SO de San Pedro de Atacama,-23.273,-68.693,2022-02-18,06:51:31,2022-02-18,09:51:31,97,km,3.0,Ml
32 km al O de ConcepciÃ³n,-36.783,-73.408,2022-02-18,06:03:27,2022-02-18,09:03:27,23,km,3.1,Ml
24 km al SO de Huasco,-28.639,-71.375,2022-02-18,05:53:57,2022-02-18,08:53:57,35,km,2.9,Ml
13 km al NE de Pisagua,-19.496,-70.146,2022-02-18,04:57:50,2022-02-18,07:57:50,35,km,3.0,Ml
37 km al N de Calama,-22.143,-68.965,2022-02-18,04:48:05,2022-02-18,07:48:05,99,km,2.7,Ml
12 km al E de CuricÃ³,-35.022,-71.118,2022-02-18,03:57:29,2022-02-18,06:57:29,88,km,2.5,Ml
