evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
135 km al O de ConstituciÃ³n,-34.804 ,-73.751,2022-02-21,20:00:35,2022-02-21,23:00:35,10,km,3.8,Ml
18 km al SO de TirÃºa,-38.422 ,-73.668,2022-02-21,17:39:27,2022-02-21,20:39:27,18,km,3.0,Ml
22 km al S de Mina Collahuasi,-21.015 ,-68.733,2022-02-21,16:37:43,2022-02-21,19:37:43,135,km,3.8,Ml
25 km al SO de Illapel,-31.843 ,-71.267,2022-02-21,15:35:33,2022-02-21,18:35:33,57,km,3.2,Ml
50 km al NO de Mina La Escondida.,-23.909 ,-69.351,2022-02-21,15:34:08,2022-02-21,18:34:08,78,km,2.6,Ml
74 km al NO de Taltal,-24.844 ,-70.868,2022-02-21,15:25:25,2022-02-21,18:25:25,27,km,2.7,Ml
32 km al NO de Mina Collahuasi,-20.596 ,-68.847,2022-02-21,13:19:58,2022-02-21,16:19:58,110,km,3.0,Ml
44 km al NO de Quillagua,-21.359 ,-69.818,2022-02-21,12:21:09,2022-02-21,15:21:09,49,km,3.0,Ml
63 km al SE de Socaire,-24.034 ,-67.510,2022-02-21,11:34:43,2022-02-21,14:34:43,215,km,4.0,Ml
84 km al S de Socaire,-24.329 ,-67.699,2022-02-21,10:57:04,2022-02-21,13:57:04,168,km,3.5,Ml
24 km al NE de Alto del Carmen,-28.615 ,-70.297,2022-02-21,08:52:25,2022-02-21,11:52:25,105,km,2.9,Ml
29 km al NO de Mina Collahuasi,-20.698 ,-68.904,2022-02-21,08:26:48,2022-02-21,11:26:48,102,km,3.8,Ml
61 km al N de Calama,-21.940 ,-68.791,2022-02-21,08:26:30,2022-02-21,11:26:30,108,km,3.3,Ml
75 km al SE de Socaire,-24.065 ,-67.361,2022-02-21,04:07:32,2022-02-21,07:07:32,220,km,3.0,Ml
57 km al SO de OllagÃ¼e,-21.534 ,-68.696,2022-02-21,04:05:20,2022-02-21,07:05:20,110,km,2.6,Ml
81 km al SE de Socaire,-24.097 ,-67.313,2022-02-21,03:58:58,2022-02-21,06:58:58,230,km,2.5,Ml
24 km al NE de Pica,-20.298 ,-69.225,2022-02-21,03:39:24,2022-02-21,06:39:24,114,km,3.1,Ml
63 km al NO de Quillagua,-21.246 ,-69.952,2022-02-21,02:56:16,2022-02-21,05:56:16,49,km,3.3,Ml
33 km al O de Arica,-18.566 ,-70.625,2022-02-21,02:37:02,2022-02-21,05:37:02,35,km,2.5,Ml
36 km al N de Termas del Flaco,-34.640 ,-70.376,2022-02-21,02:29:47,2022-02-21,05:29:47,22,km,2.8,Ml
96 km al S de Ilo,-18.501 ,-71.247,2022-02-21,02:28:41,2022-02-21,05:28:41,44,km,3.3,Ml
22 km al NO de Quillagua,-21.503 ,-69.672,2022-02-21,01:59:30,2022-02-21,04:59:30,30,km,2.8,Ml
24 km al SO de Tongoy,-30.447 ,-71.616,2022-02-21,01:34:37,2022-02-21,04:34:37,33,km,2.5,Ml
36 km al N de Termas del Flaco,-34.637 ,-70.378,2022-02-20,22:35:33,2022-02-21,01:35:33,18,km,2.5,Ml
36 km al N de Termas del Flaco,-34.637 ,-70.359,2022-02-20,22:30:26,2022-02-21,01:30:26,15,km,2.5,Ml
35 km al O de La Serena,-29.813 ,-71.595,2022-02-20,22:25:27,2022-02-21,01:25:27,38,km,3.2,Ml
43 km al O de ValparaÃ­so,-33.188 ,-72.046,2022-02-20,22:20:52,2022-02-21,01:20:52,27,km,2.7,Ml
76 km al SE de Socaire,-23.911 ,-67.226,2022-02-20,21:36:42,2022-02-21,00:36:42,240,km,3.0,Ml
63 km al N de Vallenar,-28.011 ,-70.802,2022-02-20,21:03:16,2022-02-21,00:03:16,58,km,3.3,Ml
