evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
53 km al SO de Mina Collahuasi,-21.242 ,-68.913,2022-02-12,20:13:37,2022-02-12,23:13:37,117,km,3.1,Ml
"24 km al E de Base Frei, AntÃ¡rtica",-62.122 ,-58.538,2022-02-12,18:58:19,2022-02-12,21:58:19,9,km,3.1,Ml
"36 km al E de Base Frei, AntÃ¡rtica",-62.311 ,-58.327,2022-02-12,18:40:05,2022-02-12,21:40:05,5,km,4.0,Ml
"36 km al E de Base Frei, AntÃ¡rtica",-62.309 ,-58.329,2022-02-12,17:48:49,2022-02-12,20:48:49,6,km,4.0,Ml
"33 km al E de Base Frei, AntÃ¡rtica",-62.222 ,-58.347,2022-02-12,17:35:16,2022-02-12,20:35:16,11,km,3.6,Ml
"35 km al E de Base Frei, AntÃ¡rtica",-62.307 ,-58.340,2022-02-12,17:30:14,2022-02-12,20:30:14,6,km,3.9,Ml
"35 km al E de Base Frei, AntÃ¡rtica",-62.306 ,-58.349,2022-02-12,17:12:16,2022-02-12,20:12:16,5,km,4.1,Ml
"29 km al E de Base Frei, AntÃ¡rtica",-62.156 ,-58.417,2022-02-12,17:07:48,2022-02-12,20:07:48,11,km,3.0,Ml
"36 km al E de Base Frei, AntÃ¡rtica",-62.309 ,-58.331,2022-02-12,17:05:06,2022-02-12,20:05:06,5,km,4.2,Ml
38 km al S de Pica,-20.830 ,-69.328,2022-02-12,16:19:03,2022-02-12,19:19:03,76,km,2.7,Ml
85 km al NE de Socaire,-23.213 ,-67.170,2022-02-12,14:37:59,2022-02-12,17:37:59,237,km,3.0,Ml
57 km al NE de Huasco,-27.989 ,-71.001,2022-02-12,13:03:35,2022-02-12,16:03:35,44,km,2.6,Ml
115 km al E de Socaire,-23.806 ,-66.790,2022-02-12,12:58:07,2022-02-12,15:58:07,206,km,2.9,Ml
46 km al NE de Calama,-22.117 ,-68.698,2022-02-12,12:04:38,2022-02-12,15:04:38,113,km,2.7,Ml
37 km al NE de Calama,-22.240 ,-68.674,2022-02-12,11:32:11,2022-02-12,14:32:11,115,km,2.7,Ml
115 km al E de Socaire,-23.957 ,-66.836,2022-02-12,09:11:20,2022-02-12,12:11:20,215,km,3.9,Ml
88 km al SE de Socaire,-24.266 ,-67.440,2022-02-12,08:44:28,2022-02-12,11:44:28,210,km,3.7,Ml
21 km al NE de Calama,-22.311 ,-68.819,2022-02-12,08:27:29,2022-02-12,11:27:29,107,km,2.7,Ml
116 km al SE de OllagÃ¼e,-22.001 ,-67.503,2022-02-12,07:28:02,2022-02-12,10:28:02,205,km,3.9,Ml
39 km al NE de Calama,-22.242 ,-68.646,2022-02-12,05:03:15,2022-02-12,08:03:15,121,km,3.4,Ml
32 km al S de Arica,-18.763 ,-70.267,2022-02-12,03:56:50,2022-02-12,06:56:50,68,km,3.4,Ml
27 km al SE de Los Vilos,-32.068 ,-71.299,2022-02-12,03:13:42,2022-02-12,06:13:42,78,km,3.4,Ml
50 km al NE de Pica,-20.078 ,-69.131,2022-02-12,02:41:50,2022-02-12,05:41:50,99,km,3.2,Ml
52 km al NE de Cuya,-18.927 ,-69.746,2022-02-12,02:10:53,2022-02-12,05:10:53,70,km,3.7,Ml
28 km al NO de Mina Collahuasi,-20.685 ,-68.882,2022-02-12,00:21:38,2022-02-12,03:21:38,102,km,3.1,Ml
63 km al NE de Calama,-22.051 ,-68.513,2022-02-11,22:44:24,2022-02-12,01:44:24,118,km,2.9,Ml
63 km al SO de OllagÃ¼e,-21.742 ,-68.492,2022-02-11,22:41:32,2022-02-12,01:41:32,137,km,3.3,Ml
119 km al O de Canela Baja,-31.261 ,-72.697,2022-02-11,22:15:05,2022-02-12,01:15:05,38,km,2.8,Ml
