evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
56 km al S de Tocopilla,-22.595 ,-70.152,2022-02-23,20:05:39,2022-02-23,23:05:39,53,km,3.1,Ml
41 km al N de Quillagua,-21.300 ,-69.461,2022-02-23,18:45:38,2022-02-23,21:45:38,6,km,2.5,Ml
44 km al N de Quillagua,-21.266 ,-69.492,2022-02-23,18:37:45,2022-02-23,21:37:45,6,km,4.3,Ml
56 km al SO de OllagÃ¼e,-21.477 ,-68.723,2022-02-23,17:48:27,2022-02-23,20:48:27,104,km,3.5,Ml
19 km al E de CuricÃ³,-35.037 ,-71.041,2022-02-23,17:03:40,2022-02-23,20:03:40,106,km,2.7,Ml
52 km al S de Socaire,-24.057 ,-67.829,2022-02-23,16:35:15,2022-02-23,19:35:15,201,km,3.8,Ml
39 km al SO de Mina Collahuasi,-21.136 ,-68.843,2022-02-23,15:57:43,2022-02-23,18:57:43,109,km,3.0,Ml
45 km al SE de Mina Los Pelambres,-32.117 ,-70.260,2022-02-23,14:13:41,2022-02-23,17:13:41,141,km,3.3,Ml
30 km al SE de Mina Collahuasi,-21.055 ,-68.495,2022-02-23,11:32:05,2022-02-23,14:32:05,115,km,2.7,Ml
71 km al SE de Socaire,-24.065 ,-67.430,2022-02-23,09:05:32,2022-02-23,12:05:32,232,km,4.2,Ml
59 km al NO de La Higuera,-29.184 ,-71.685,2022-02-23,08:49:12,2022-02-23,11:49:12,39,km,2.6,Ml
59 km al SO de Tongoy,-30.704 ,-71.822,2022-02-23,08:37:42,2022-02-23,11:37:42,31,km,2.9,Ml
18 km al E de Tongoy,-30.185 ,-71.321,2022-02-23,08:22:42,2022-02-23,11:22:42,67,km,3.5,Ml
52 km al SO de OllagÃ¼e,-21.637 ,-68.485,2022-02-23,07:59:36,2022-02-23,10:59:36,135,km,2.9,Ml
75 km al SE de Socaire,-24.112 ,-67.428,2022-02-23,07:53:27,2022-02-23,10:53:27,210,km,2.6,Ml
30 km al E de Linares,-35.940 ,-71.284,2022-02-23,06:45:05,2022-02-23,09:45:05,116,km,2.8,Ml
80 km al E de Socaire,-23.871 ,-67.163,2022-02-23,06:43:22,2022-02-23,09:43:22,190,km,2.8,Ml
45 km al O de San Pedro de Atacama,-22.855 ,-68.636,2022-02-23,06:09:24,2022-02-23,09:09:24,110,km,2.9,Ml
112 km al SE de OllagÃ¼e,-21.737 ,-67.317,2022-02-23,05:49:38,2022-02-23,08:49:38,186,km,4.2,Ml
30 km al NE de Pica,-20.268 ,-69.163,2022-02-23,05:31:26,2022-02-23,08:31:26,114,km,2.6,Ml
45 km al SO de Tongoy,-30.634 ,-71.664,2022-02-23,04:07:39,2022-02-23,07:07:39,35,km,2.5,Ml
70 km al SO de OllagÃ¼e,-21.734 ,-68.644,2022-02-23,04:01:47,2022-02-23,07:01:47,116,km,2.5,Ml
39 km al NO de Tocopilla,-21.816 ,-70.430,2022-02-23,03:41:02,2022-02-23,06:41:02,20,km,2.6,Ml
71 km al SO de OllagÃ¼e,-21.820 ,-68.513,2022-02-23,03:24:31,2022-02-23,06:24:31,125,km,2.7,Ml
43 km al NE de Calama,-22.183 ,-68.657,2022-02-23,00:28:19,2022-02-23,03:28:19,126,km,2.5,Ml
25 km al NO de Petorca,-32.104 ,-71.133,2022-02-22,23:48:15,2022-02-23,02:48:15,87,km,3.4,Ml
17 km al E de Linares,-35.887 ,-71.413,2022-02-22,21:58:04,2022-02-23,00:58:04,99,km,2.5,Ml
26 km al O de La Ligua,-32.507 ,-71.501,2022-02-22,21:36:28,2022-02-23,00:36:28,69,km,2.5,Ml
16 km al O de Cuya,-19.197 ,-70.323,2022-02-22,21:29:15,2022-02-23,00:29:15,47,km,2.5,Ml
