evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
14 km al NE de Tocopilla,-22.001 ,-70.107,2022-02-25,20:59:08,2022-02-25,23:59:08,72,km,2.5,Ml
52 km al SO de Arica,-18.685 ,-70.765,2022-02-25,20:22:26,2022-02-25,23:22:26,23,km,2.6,Ml
37 km al NE de Pica,-20.189 ,-69.182,2022-02-25,16:02:29,2022-02-25,19:02:29,95,km,3.5,Ml
22 km al SE de Pica,-20.664 ,-69.231,2022-02-25,11:32:22,2022-02-25,14:32:22,90,km,3.9,Ml
28 km al E de Sierra Gorda.,-22.990 ,-69.057,2022-02-25,09:57:55,2022-02-25,12:57:55,93,km,2.5,Ml
19 km al E de Pica,-20.487 ,-69.148,2022-02-25,09:19:57,2022-02-25,12:19:57,92,km,4.5,Ml
52 km al SO de Colchane.,-19.590 ,-69.006,2022-02-25,09:17:26,2022-02-25,12:17:26,114,km,2.7,Ml
66 km al NO de Arauco,-36.775 ,-73.768,2022-02-25,07:07:15,2022-02-25,10:07:15,42,km,3.5,Ml
23 km al E de Pisagua,-19.645 ,-70.005,2022-02-25,03:10:10,2022-02-25,06:10:10,54,km,2.6,Ml
71 km al NE de Calama,-21.921 ,-68.572,2022-02-25,02:57:02,2022-02-25,05:57:02,115,km,2.8,Ml
37 km al NO de ValparaÃ­so,-32.775 ,-71.844,2022-02-25,02:40:47,2022-02-25,05:40:47,33,km,3.3,Ml
15 km al E de Alto del Carmen,-28.703 ,-70.349,2022-02-25,02:10:55,2022-02-25,05:10:55,101,km,4.8,Mw
42 km al NO de ValparaÃ­so,-32.760 ,-71.901,2022-02-25,01:50:50,2022-02-25,04:50:50,24,km,2.6,Ml
54 km al N de CamiÃ±a,-18.834 ,-69.499,2022-02-25,00:28:56,2022-02-25,03:28:56,94,km,2.6,Ml
20 km al O de Mina Collahuasi,-20.860 ,-68.845,2022-02-25,00:24:48,2022-02-25,03:24:48,107,km,2.5,Ml
49 km al SO de OllagÃ¼e,-21.613 ,-68.473,2022-02-24,23:10:52,2022-02-25,02:10:52,136,km,3.2,Ml
44 km al SO de Putre,-18.546 ,-69.762,2022-02-24,22:50:48,2022-02-25,01:50:48,82,km,3.2,Ml
48 km al SO de Mina Collahuasi,-21.126 ,-68.996,2022-02-24,22:50:14,2022-02-25,01:50:14,110,km,2.6,Ml
