evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
31 km al E de Antuco,-37.404,-71.334,2022-01-27,20:41:15,2022-01-27,23:41:15,3,km,2.8,Ml
51 km al SO de Tocopilla,-22.364,-70.607,2022-01-27,20:37:53,2022-01-27,23:37:53,19,km,3.2,Ml
133 km al E de Paihuano,-30.281,-69.169,2022-01-27,19:10:45,2022-01-27,22:10:45,30,km,3.1,Ml
37 km al SO de La Ligua,-32.635,-71.561,2022-01-27,18:48:56,2022-01-27,21:48:56,34,km,3.7,Ml
44 km al N de Calama,-22.076,-68.946,2022-01-27,18:08:07,2022-01-27,21:08:07,116,km,3.0,Ml
46 km al NE de Calama,-22.124,-68.677,2022-01-27,16:54:55,2022-01-27,19:54:55,117,km,2.5,Ml
29 km al S de San FabiÃ¡n,-36.81,-71.626,2022-01-27,11:51:21,2022-01-27,14:51:21,110,km,2.8,Ml
41 km al NO de Huasco,-28.142,-71.416,2022-01-27,11:14:56,2022-01-27,14:14:56,37,km,3.2,Ml
77 km al NE de Taltal,-24.945,-69.916,2022-01-27,09:00:28,2022-01-27,12:00:28,59,km,3.1,Ml
48 km al S de Alto Hospicio,-20.692,-70.032,2022-01-27,07:27:18,2022-01-27,10:27:18,77,km,3.1,Ml
221 km al SO de Melinka,-44.904,-76.142,2022-01-27,02:05:27,2022-01-27,05:05:27,20,km,2.9,Ml
28 km al E de Mina Collahuasi,-20.867,-68.387,2022-01-27,00:37:05,2022-01-27,03:37:05,152,km,3.1,Ml
56 km al NO de Mendoza,-32.468,-69.167,2022-01-27,00:00:48,2022-01-27,03:00:48,181,km,4.7,Mw
27 km al E de Sierra Gorda.,-22.827,-69.063,2022-01-26,23:13:25,2022-01-27,02:13:25,82,km,2.9,Ml
49 km al SO de OllagÃ¼e,-21.616,-68.481,2022-01-26,22:17:26,2022-01-27,01:17:26,139,km,2.6,Ml
