evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
38 km al O de Quillagua,-21.654,-69.904,2022-01-17,19:46:08,2022-01-17,22:46:08,82,km,3.3,Ml
13 km al NE de Petorca,-32.162,-70.844,2022-01-17,19:14:36,2022-01-17,22:14:36,54,km,2.7,Ml
25 km al O de La Higuera,-29.506,-71.457,2022-01-17,17:38:58,2022-01-17,20:38:58,26,km,2.8,Ml
32 km al N de Vallenar,-28.29,-70.823,2022-01-17,14:40:23,2022-01-17,17:40:23,24,km,2.8,Ml
12 km al SE de Quillota,-32.961,-71.155,2022-01-17,13:52:05,2022-01-17,16:52:05,41,km,2.6,Ml
31 km al S de San Fernando,-34.855,-70.914,2022-01-17,13:20:37,2022-01-17,16:20:37,93,km,2.9,Ml
31 km al N de Calama,-22.194,-68.873,2022-01-17,12:30:16,2022-01-17,15:30:16,122,km,2.7,Ml
85 km al NE de San Pedro de Atacama,-22.257,-67.795,2022-01-17,09:45:27,2022-01-17,12:45:27,190,km,3.3,Ml
20 km al S de Mina Collahuasi,-21.007,-68.645,2022-01-17,05:29:01,2022-01-17,08:29:01,130,km,3.1,Ml
53 km al NO de Tongoy,-29.989,-71.948,2022-01-17,03:36:19,2022-01-17,06:36:19,34,km,2.8,Ml
56 km al NO de Tongoy,-29.995,-71.99,2022-01-17,01:59:32,2022-01-17,04:59:32,33,km,4.6,Mw
