evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
57 km al NE de San Pedro de Atacama,-22.462,-67.941,2022-01-06,14:43:40,2022-01-06,17:43:40,197,km,4.3,Ml
64 km al O de Arica,-18.693,-70.89,2022-01-06,14:39:27,2022-01-06,17:39:27,5,km,3.2,Ml
14 km al E de CuricÃ³,-35.034,-71.098,2022-01-06,12:20:51,2022-01-06,15:20:51,98,km,3.8,Ml
73 km al SE de Mina Los Pelambres,-32.204,-69.958,2022-01-06,11:44:47,2022-01-06,14:44:47,126,km,3.6,Ml
103 km al E de Socaire,-23.434,-66.89,2022-01-06,08:02:33,2022-01-06,11:02:33,206,km,2.7,Ml
11 km al SO de CombarbalÃ¡,-31.237,-71.09,2022-01-06,07:43:51,2022-01-06,10:43:51,68,km,2.6,Ml
100 km al N de Tocopilla,-21.214,-70.385,2022-01-06,06:23:44,2022-01-06,09:23:44,26,km,2.5,Ml
34 km al SO de OllagÃ¼e,-21.48,-68.428,2022-01-06,05:35:12,2022-01-06,08:35:12,135,km,2.9,Ml
39 km al N de Alto del Carmen,-28.43,-70.364,2022-01-06,04:23:16,2022-01-06,07:23:16,99,km,2.5,Ml
71 km al SE de Socaire,-24.031,-67.38,2022-01-06,02:29:16,2022-01-06,05:29:16,245,km,2.8,Ml
16 km al NE de Alto Hospicio,-20.158,-70.006,2022-01-06,01:54:51,2022-01-06,04:54:51,50,km,2.7,Ml
16 km al E de Calama,-22.474,-68.779,2022-01-06,00:56:57,2022-01-06,03:56:57,114,km,2.6,Ml
105 km al SE de Socaire,-24.185,-67.089,2022-01-05,22:55:44,2022-01-06,01:55:44,202,km,3.9,Ml
45 km al NO de Socaire,-23.406,-68.282,2022-01-05,22:50:59,2022-01-06,01:50:59,123,km,3.1,Ml
