evento,lat,lng,fecha_local,hora_local,fecha_utc,hora_utc,profundidad,profundidad_unidad,magnitud,magnitud_unidad
69 km al NE de San Pedro de Atacama,-22.38,-67.869,2022-01-11,20:38:49,2022-01-11,23:38:49,191,km,2.9,Ml
113 km al S de Mendoza,-33.897,-68.936,2022-01-11,20:28:30,2022-01-11,23:28:30,30,km,3.0,Ml
27 km al NO de Mina Collahuasi,-20.665,-68.857,2022-01-11,20:26:19,2022-01-11,23:26:19,105,km,2.8,Ml
32 km al NE de Calama,-22.288,-68.692,2022-01-11,19:54:01,2022-01-11,22:54:01,115,km,3.7,Ml
64 km al SE de Socaire,-24.085,-67.571,2022-01-11,19:46:47,2022-01-11,22:46:47,230,km,2.9,Ml
49 km al NE de Calama,-22.068,-68.725,2022-01-11,18:56:22,2022-01-11,21:56:22,105,km,2.7,Ml
58 km al S de Huasco,-28.98,-71.341,2022-01-11,16:54:27,2022-01-11,19:54:27,39,km,2.7,Ml
51 km al SO de OllagÃ¼e,-21.606,-68.523,2022-01-11,16:08:05,2022-01-11,19:08:05,124,km,3.1,Ml
57 km al NE de Calama,-22.091,-68.558,2022-01-11,14:48:48,2022-01-11,17:48:48,124,km,2.9,Ml
56 km al NE de San Pedro de Atacama,-22.518,-67.873,2022-01-11,14:23:02,2022-01-11,17:23:02,187,km,2.8,Ml
19 km al SO de Mina Collahuasi,-20.986,-68.733,2022-01-11,13:12:57,2022-01-11,16:12:57,111,km,3.8,Ml
70 km al O de Mina La Escondida.,-24.078,-69.711,2022-01-11,12:18:28,2022-01-11,15:18:28,75,km,3.1,Ml
61 km al O de ChaÃ±aral.,-26.492,-71.209,2022-01-11,11:20:43,2022-01-11,14:20:43,29,km,2.7,Ml
37 km al SO de Los Vilos,-32.141,-71.797,2022-01-11,11:03:59,2022-01-11,14:03:59,27,km,2.7,Ml
38 km al SE de Pica,-20.659,-69.012,2022-01-11,10:48:38,2022-01-11,13:48:38,98,km,2.7,Ml
74 km al NO de ValparaÃ­so,-32.476,-72.016,2022-01-11,09:47:10,2022-01-11,12:47:10,56,km,2.8,Ml
38 km al SO de Los Vilos,-32.131,-71.821,2022-01-11,09:42:14,2022-01-11,12:42:14,28,km,3.3,Ml
78 km al SE de Socaire,-24.215,-67.532,2022-01-11,09:35:40,2022-01-11,12:35:40,224,km,4.5,Ml
68 km al O de ConstituciÃ³n,-35.277,-73.156,2022-01-11,07:17:06,2022-01-11,10:17:06,36,km,3.0,Ml
87 km al E de Monte Patria,-31.005,-70.12,2022-01-11,04:53:24,2022-01-11,07:53:24,132,km,2.8,Ml
58 km al SO de Mina Collahuasi,-21.276,-68.937,2022-01-11,04:09:18,2022-01-11,07:09:18,108,km,3.3,Ml
88 km al SE de Alto del Carmen,-29.186,-69.729,2022-01-11,03:24:16,2022-01-11,06:24:16,28,km,2.6,Ml
88 km al SE de Socaire,-23.936,-67.116,2022-01-11,03:00:08,2022-01-11,06:00:08,227,km,2.8,Ml
27 km al O de OllagÃ¼e,-21.156,-68.507,2022-01-11,02:00:49,2022-01-11,05:00:49,136,km,2.6,Ml
38 km al SO de Los Vilos,-32.17,-71.775,2022-01-10,23:44:58,2022-01-11,02:44:58,31,km,2.6,Ml
39 km al E de Pica,-20.447,-68.956,2022-01-10,23:09:11,2022-01-11,02:09:11,96,km,2.7,Ml
7 km al NO de Illapel,-31.606,-71.231,2022-01-10,22:44:13,2022-01-11,01:44:13,58,km,2.6,Ml
87 km al O de Arica,-18.48,-71.145,2022-01-10,21:26:08,2022-01-11,00:26:08,25,km,3.1,Ml
